#1 ---------------------------------------------------------------- 1#
#2     Nucleosynthesis yields of B11TW0.25 model                    2#
#3     Nishimura, Takiwaki and Thielemann, ApJ 810:109 (2015)       3#
#4     Total ejecta:     2.68000e-02  in Solar Mass                 4#
#5 ---------------------------------------------------------------- 5#
#6   name     Z    N    A    X                   Y                  6#
#7 ---------------------------------------------------------------- 7#
     h1       1    0    1    1.7811999664e-03    1.7811999664e-03
     h2       1    1    2    2.0546145213e-08    1.0273072607e-08
     he3      2    1    3    1.6869515021e-06    5.6231716738e-07
     he4      2    2    4    7.4946430807e-02    1.8736607702e-02
     li6      3    3    6    5.7005219538e-14    9.5008699231e-15
     li7      3    4    7    3.1655542929e-14    4.5222204184e-15
     be9      4    5    9    3.3013464881e-17    3.6681627646e-18
     b10      5    5   10    8.7940797808e-15    8.7940797808e-16
     b11      5    6   11    2.3428704091e-10    2.1298821901e-11
     c12      6    6   12    1.5948532310e-05    1.3290443591e-06
     c13      6    7   13    8.5011834763e-09    6.5393719049e-10
     n14      7    7   14    2.0950281508e-07    1.4964486791e-08
     n15      7    8   15    5.3721724653e-07    3.5814483102e-08
     o16      8    8   16    3.3154277527e-06    2.0721423455e-07
     o17      8    9   17    3.7264746681e-06    2.1920439224e-07
     o18      8   10   18    1.6099645881e-05    8.9442477116e-07
     f19      9   10   19    9.3009252997e-06    4.8952238420e-07
     ne20    10   10   20    4.0235613490e-06    2.0117806745e-07
     ne21    10   11   21    1.4641414920e-06    6.9721023427e-08
     ne22    10   12   22    3.3130175363e-05    1.5059170619e-06
     na23    11   12   23    4.8853187419e-07    2.1240516269e-08
     mg24    12   12   24    3.4992842646e-07    1.4580351102e-08
     mg25    12   13   25    7.1873554837e-07    2.8749421935e-08
     mg26    12   14   26    8.3723119026e-06    3.2201199625e-07
     al27    13   14   27    7.2456207164e-07    2.6835632283e-08
     si28    14   14   28    5.3295286356e-06    1.9034030841e-07
     si29    14   15   29    2.8940799122e-06    9.9795859042e-08
     si30    14   16   30    3.1112994203e-05    1.0370998068e-06
     p31     15   16   31    4.0376226118e-06    1.3024589070e-07
     s32     16   16   32    1.3695629980e-05    4.2798843689e-07
     s33     16   17   33    1.3401203538e-06    4.0609707692e-08
     s34     16   18   34    7.4284171331e-05    2.1848285685e-06
     s36     16   20   36    1.2199095579e-07    3.3886376609e-09
     cl35    17   18   35    1.8840091995e-05    5.3828834273e-07
     cl37    17   20   37    4.5285066972e-06    1.2239207290e-07
     ar36    18   18   36    2.7623880852e-05    7.6733002367e-07
     ar38    18   20   38    1.5096455786e-05    3.9727515227e-07
     ar40    18   22   40    3.9697065123e-07    9.9242662809e-09
     k39     19   20   39    1.8729882098e-05    4.8025338712e-07
     k40     19   21   40    3.0766363073e-09    7.6915907682e-11
     k41     19   22   41    1.7831201389e-06    4.3490735095e-08
     ca40    20   20   40    5.4420787435e-04    1.3605196859e-05
     ca42    20   22   42    4.3938146007e-06    1.0461463335e-07
     ca43    20   23   43    5.3479902936e-06    1.2437186729e-07
     ca44    20   24   44    1.8619772209e-04    4.2317664111e-06
     ca46    20   26   46    6.8614262126e-07    1.4916143940e-08
     ca48    20   28   48    1.1941472443e-02    2.4878067589e-04
     sc45    21   24   45    7.2497110838e-06    1.6110469075e-07
     ti46    22   24   46    1.4436896552e-05    3.1384557722e-07
     ti47    22   25   47    1.7810899566e-05    3.7895530990e-07
     ti48    22   26   48    3.3838538980e-04    7.0496956207e-06
     ti49    22   27   49    7.0753354234e-04    1.4439460048e-05
     ti50    22   28   50    2.0972183475e-03    4.1944366950e-05
     v50     23   27   50    4.1021784094e-10    8.2043568188e-12
     v51     23   28   51    1.0819771705e-03    2.1215238637e-05
     cr50    24   26   50    1.1033890934e-04    2.2067781869e-06
     cr52    24   28   52    4.8551560330e-03    9.3368385250e-05
     cr53    24   29   53    2.9148417768e-03    5.4997014657e-05
     cr54    24   30   54    2.9374138040e-03    5.4396551925e-05
     mn55    25   30   55    4.3859338930e-04    7.9744252600e-06
     fe54    26   28   54    2.1768755014e-03    4.0312509284e-05
     fe56    26   30   56    4.0539440776e-01    7.2391858528e-03
     fe57    26   31   57    9.9674951632e-03    1.7486833620e-04
     fe58    26   32   58    3.5258566510e-03    6.0790631913e-05
     co59    27   32   59    5.1737746476e-03    8.7691095722e-05
     ni58    28   30   58    2.8856391542e-02    4.9752399210e-04
     ni60    28   32   60    2.5447885430e-02    4.2413142383e-04
     ni61    28   33   61    8.9959679120e-04    1.4747488380e-05
     ni62    28   34   62    1.0863475630e-02    1.7521734886e-04
     ni64    28   36   64    6.7344848122e-03    1.0522632519e-04
     cu63    29   34   63    8.1893454707e-04    1.2998961065e-05
     cu65    29   36   65    1.4431396058e-03    2.2202147782e-05
     zn64    30   34   64    6.3726123131e-03    9.9572067392e-05
     zn66    30   36   66    1.6516883352e-02    2.5025580837e-04
     zn67    30   37   67    1.1067993997e-03    1.6519394025e-05
     zn68    30   38   68    1.2751245167e-02    1.8751831128e-04
     zn70    30   40   70    2.4519902089e-03    3.5028431556e-05
     ga69    31   38   69    1.2005878227e-03    1.7399823517e-05
     ga71    31   40   71    2.3291491768e-03    3.2804917983e-05
     ge70    32   38   70    1.0851374543e-04    1.5501963633e-06
     ge72    32   40   72    6.8880286017e-03    9.5667063913e-05
     ge73    32   41   73    5.4899530430e-03    7.5204836206e-05
     ge74    32   42   74    6.7975404751e-03    9.1858655069e-05
     ge76    32   44   76    1.2262801301e-02    1.6135264869e-04
     as75    33   42   75    6.3028360466e-03    8.4037813955e-05
     se74    34   40   74    9.5344862754e-06    1.2884440913e-07
     se76    34   42   76    8.3616509451e-06    1.1002172296e-07
     se77    34   43   77    5.0109300228e-03    6.5077013283e-05
     se78    34   44   78    8.2269288460e-02    1.0547344674e-03
     se80    34   46   80    5.0583542819e-02    6.3229428524e-04
     se82    34   48   82    5.4317178130e-03    6.6240461134e-05
     br79    35   44   79    1.4441196938e-02    1.8279996125e-04
     br81    35   46   81    3.5546092332e-02    4.3884064607e-04
     kr78    36   42   78    1.5206565675e-06    1.9495597019e-08
     kr80    36   44   80    2.4520702161e-06    3.0650877701e-08
     kr82    36   46   82    8.7688075112e-07    1.0693667697e-08
     kr83    36   47   83    3.5136055507e-03    4.2332596997e-05
     kr84    36   48   84    1.2275102405e-02    1.4613217149e-04
     kr86    36   50   86    6.0114398768e-03    6.9900463684e-05
     rb85    37   48   85    7.2309694006e-03    8.5070228243e-05
     rb87    37   50   87    7.4896126289e-03    8.6087501482e-05
     sr84    38   46   84    1.8389051488e-07    2.1891727962e-09
     sr86    38   48   86    2.8671474935e-07    3.3338924343e-09
     sr87    38   49   87    5.8890888887e-08    6.7690676882e-10
     sr88    38   50   88    3.3213682862e-03    3.7742821434e-05
     y89     39   50   89    2.2241997515e-03    2.4991008443e-05
     zr90    40   50   90    3.7086130640e-03    4.1206811822e-05
     zr91    40   51   91    5.2752137577e-03    5.7969381952e-05
     zr92    40   52   92    4.4290077614e-03    4.8141388711e-05
     zr94    40   54   94    2.7208643560e-03    2.8945365490e-05
     zr96    40   56   96    2.9669464562e-03    3.0905692252e-05
     nb93    41   52   93    1.3432506350e-03    1.4443555215e-05
     mo92    42   50   92    6.9519543428e-07    7.5564721117e-09
     mo94    42   52   94    2.7185541486e-09    2.8920788814e-11
     mo95    42   53   95    5.4971936933e-03    5.7865196771e-05
     mo96    42   54   96    1.7859003886e-05    1.8603129048e-07
     mo97    42   55   97    2.0421634031e-03    2.1053230960e-05
     mo98    42   56   98    4.6736997367e-03    4.7690813640e-05
     mo100   42   58  100    1.7494171121e-03    1.7494171121e-05
     ru96    44   52   96    3.8212031755e-11    3.9804199745e-13
     ru98    44   54   98    5.6856706201e-13    5.8017047143e-15
     ru99    44   55   99    3.3458904885e-03    3.3796873622e-05
     ru100   44   56  100    5.8547358035e-15    5.8547358035e-17
     ru101   44   57  101    1.3408104158e-03    1.3275350652e-05
     ru102   44   58  102    9.6426459891e-04    9.4535744991e-06
     ru104   44   60  104    1.8098625406e-03    1.7402524429e-05
     rh103   45   58  103    1.3959853710e-03    1.3553256029e-05
     pd102   46   56  102    6.6250449836e-15    6.4951421408e-17
     pd104   46   58  104    4.1065788046e-16    3.9486334660e-18
     pd105   46   59  105    2.7309552623e-03    2.6009097736e-05
     pd106   46   60  106    1.9966293138e-03    1.8836125602e-05
     pd108   46   62  108    3.4342684256e-03    3.1798781718e-05
     pd110   46   64  110    2.9295630989e-03    2.6632391808e-05
     ag107   47   60  107    2.6032337918e-03    2.4329287774e-05
     ag109   47   62  109    2.4841931010e-03    2.2790762395e-05
     cd106   48   58  106    1.2045981828e-15    1.1364133800e-17
     cd108   48   60  108    1.2484921249e-15    1.1560112267e-17
     cd110   48   62  110    8.2863841856e-16    7.5330765323e-18
     cd111   48   63  111    4.2536820157e-03    3.8321459601e-05
     cd112   48   64  112    1.6635994049e-03    1.4853566115e-05
     cd113   48   65  113    4.8943195502e-04    4.3312562391e-06
     cd114   48   66  114    1.8958502630e-04    1.6630265465e-06
     cd116   48   68  116    8.0972371986e-05    6.9803768954e-07
     in113   49   64  113    1.4503002489e-16    1.2834515477e-18
     in115   49   66  115    8.2760132542e-05    7.1965332645e-07
     sn112   50   62  112    7.7424853390e-15    6.9129333384e-17
     sn114   50   64  114    9.0046486916e-15    7.8988146418e-17
     sn115   50   65  115    1.4280482505e-16    1.2417810874e-18
     sn116   50   66  116    5.8987097527e-15    5.0850946144e-17
     sn117   50   67  117    5.9497443361e-05    5.0852515693e-07
     sn118   50   68  118    6.4884527165e-05    5.4986887428e-07
     sn119   50   69  119    6.2877646931e-05    5.2838358765e-07
     sn120   50   70  120    5.8764477534e-05    4.8970397945e-07
     sn122   50   72  122    5.6353761032e-05    4.6191607403e-07
     sn124   50   74  124    1.1943572631e-04    9.6319134123e-07
     sb121   51   70  121    8.1415211757e-05    6.7285298973e-07
     sb123   51   72  123    6.3148471253e-05    5.1340220531e-07
     te120   52   68  120    8.6867201390e-16    7.2389334492e-18
     te122   52   70  122    9.0908164302e-17    7.4514888772e-19
     te123   52   71  123    6.7059522498e-17    5.4519936990e-19
     te124   52   72  124    1.3558617676e-16    1.0934369093e-18
     te125   52   73  125    5.3140472452e-04    4.2512377962e-06
     te126   52   74  126    1.6185253569e-03    1.2845439341e-05
     te128   52   76  128    3.6668693151e-03    2.8647416524e-05
     te130   52   78  130    6.0027290945e-04    4.6174839189e-06
     i127    53   74  127    2.5598398947e-03    2.0156219643e-05
     xe124   54   70  124    3.4201571583e-15    2.7581912567e-17
     xe126   54   72  126    2.3291691786e-15    1.8485469671e-17
     xe128   54   74  128    2.9429142979e-16    2.2991517953e-18
     xe129   54   75  129    1.6332466790e-03    1.2660826969e-05
     xe130   54   76  130    4.7608775660e-16    3.6622135123e-18
     xe131   54   77  131    7.8101714177e-05    5.9619629143e-07
     xe132   54   78  132    1.1912569847e-05    9.0246741264e-08
     xe134   54   80  134    7.3093664413e-08    5.4547510756e-10
     xe136   54   82  136    3.7171338292e-06    2.7331866391e-08
     cs133   55   78  133    1.2104787110e-06    9.1013436914e-09
     ba130   56   74  130    8.5016635194e-15    6.5397411688e-17
     ba132   56   76  132    1.2224597870e-15    9.2610589921e-18
     ba134   56   78  134    1.6235958123e-16    1.2116386659e-18
     ba135   56   79  135    1.8098725415e-09    1.3406463270e-11
     ba136   56   80  136    2.0436535369e-15    1.5026864242e-17
     ba137   56   81  137    1.6514883173e-08    1.2054659250e-10
     ba138   56   82  138    1.2136189930e-09    8.7943405289e-12
     la138   57   81  138    1.4696819896e-18    1.0649869489e-20
     la139   57   82  139    1.1161402386e-08    8.0297858891e-11
     ce136   58   78  136    1.4291483493e-14    1.0508443745e-16
     ce138   58   80  138    2.0103105424e-15    1.4567467699e-17
     ce140   58   82  140    1.8972203860e-09    1.3551574186e-11
     ce142   58   84  142    5.8951594339e-09    4.1515207281e-11
     pr141   59   82  141    3.1730249638e-10    2.2503723147e-12
     nd142   60   82  142    7.4914127906e-14    5.2756428103e-16
     nd143   60   83  143    1.8564867278e-09    1.2982424670e-11
     nd144   60   84  144    2.2435314876e-09    1.5580079775e-11
     nd145   60   85  145    3.6093741515e-09    2.4892235528e-11
     nd146   60   86  146    2.5165060030e-09    1.7236342486e-11
     nd148   60   88  148    1.0093806507e-09    6.8201395317e-12
     nd150   60   90  150    6.2949953424e-09    4.1966635616e-11
     sm144   62   82  144    1.0228818632e-13    7.1033462723e-16
     sm147   62   85  147    3.9828776952e-09    2.7094406090e-11
     sm148   62   86  148    1.2000977787e-18    8.1087687748e-21
     sm149   62   87  149    8.7942197934e-09    5.9021609352e-11
     sm150   62   88  150    2.7560475158e-18    1.8373650105e-20
     sm152   62   90  152    3.5549392628e-08    2.3387758308e-10
     sm154   62   92  154    4.3116872250e-08    2.7997968994e-10
     eu151   63   88  151    3.7607677479e-08    2.4905746675e-10
     eu153   63   90  153    2.8659673875e-08    1.8731812990e-10
     gd152   64   88  152    2.7572076200e-17    1.8139523816e-19
     gd154   64   90  154    4.0025694637e-17    2.5990710803e-19
     gd155   64   91  155    9.3033755198e-09    6.0021777547e-11
     gd156   64   92  156    7.0244608545e-09    4.5028595221e-11
     gd157   64   93  157    3.4403689735e-08    2.1913178175e-10
     gd158   64   94  158    4.6559381416e-08    2.9467962922e-10
     gd160   64   96  160    1.9630662995e-08    1.2269164372e-10
     tb159   65   94  159    1.5981535274e-08    1.0051280046e-10
     dy156   66   90  156    8.1165889366e-16    5.2029416260e-18
     dy158   66   92  158    9.1492916818e-17    5.7906909378e-19
     dy160   66   94  160    2.0834671125e-15    1.3021669453e-17
     dy161   66   95  161    1.6421574793e-08    1.0199735896e-10
     dy162   66   96  162    1.9465148131e-08    1.2015523537e-10
     dy163   66   97  163    1.7544575647e-08    1.0763543342e-10
     dy164   66   98  164    9.0503027918e-09    5.5184773120e-11
     ho165   67   98  165    1.7307254334e-08    1.0489245051e-10
     er162   68   94  162    1.3855944378e-15    8.5530520852e-18
     er164   68   96  164    1.2411314638e-16    7.5678747795e-19
     er166   68   98  166    3.1154497931e-08    1.8767769838e-10
     er167   68   99  167    1.0650256481e-08    6.3773990903e-11
     er168   68  100  168    2.3101674721e-08    1.3750996858e-10
     er170   68  102  170    1.7705990144e-08    1.0415288320e-10
     tm169   69  100  169    1.3334397539e-08    7.8901760584e-11
     yb168   70   98  168    1.2733643586e-15    7.5795497536e-18
     yb170   70  100  170    3.0051298854e-16    1.7677234620e-18
     yb171   70  101  171    4.4143364438e-09    2.5814833005e-11
     yb172   70  102  172    6.6140940001e-09    3.8454034884e-11
     yb173   70  103  173    1.5079354250e-08    8.7163897400e-11
     yb174   70  104  174    8.1928257833e-09    4.7085205651e-11
     yb176   70  106  176    1.1781058036e-08    6.6937829750e-11
     lu175   71  104  175    1.7267250741e-08    9.8670004236e-11
     lu176   71  105  176    4.7920603665e-17    2.7227615719e-19
     hf174   72  102  174    3.5580695440e-16    2.0448675540e-18
     hf176   72  104  176    1.2113587900e-16    6.8827203977e-19
     hf177   72  105  177    5.3547308989e-09    3.0252716943e-11
     hf178   72  106  178    5.3146072955e-09    2.9857344357e-11
     hf179   72  107  179    4.9888080361e-09    2.7870435956e-11
     hf180   72  108  180    5.5610594290e-09    3.0894774605e-11
     ta180   73  107  180    9.5079838953e-18    5.2822132752e-20
     ta181   73  108  181    1.0084605681e-08    5.5716053484e-11
     w180    74  106  180    1.0637855367e-15    5.9099196484e-18
     w182    74  108  182    1.3887947252e-08    7.6307402484e-11
     w183    74  109  183    5.3183576323e-08    2.9062063565e-10
     w184    74  110  184    5.9127210111e-08    3.2134353321e-10
     w186    74  112  186    9.7127822879e-08    5.2219259612e-10
     re185   75  110  185    8.6877902351e-08    4.6961028298e-10
     re187   75  112  187    1.5430185758e-07    8.2514362341e-10
     os184   76  108  184    4.5109351191e-16    2.4515951734e-18
     os186   76  110  186    7.7931798918e-17    4.1898816622e-19
     os187   76  111  187    5.4940234086e-18    2.9379804324e-20
     os188   76  112  188    1.7514672962e-07    9.3163154053e-10
     os189   76  113  189    2.9202622636e-07    1.5451123088e-09
     os190   76  114  190    3.7591476024e-07    1.9784987381e-09
     os192   76  116  192    5.5275764219e-07    2.8789460531e-09
     ir191   77  114  191    3.0130906004e-07    1.5775343457e-09
     ir193   77  116  193    7.9457135905e-08    4.1169500469e-10
     pt190   78  112  190    2.4342386147e-16    1.2811782183e-18
     pt192   78  114  192    2.3364898360e-16    1.2169217896e-18
     pt194   78  116  194    1.4261480798e-07    7.3512787621e-10
     pt195   78  117  195    1.3607522068e-07    6.9782164449e-10
     pt196   78  118  196    1.5301674216e-07    7.8069766410e-10
     pt198   78  120  198    1.9207224967e-08    9.7006186702e-11
     au197   79  118  197    9.2918644860e-09    4.7166824802e-11
     hg196   80  116  196    1.4819330898e-13    7.5608831112e-16
     hg198   80  118  198    1.4001457446e-14    7.0714431547e-17
     hg199   80  119  199    1.1203806194e-09    5.6300533639e-12
     hg200   80  120  200    4.5360373735e-09    2.2680186868e-11
     hg201   80  121  201    4.1962868611e-10    2.0877049060e-12
     hg202   80  122  202    2.2205294218e-09    1.0992719910e-11
     hg204   80  124  204    2.7590477852e-09    1.3524744045e-11
     tl203   81  122  203    7.3910237748e-10    3.6408984112e-12
     tl205   81  124  205    1.8625372712e-09    9.0855476643e-12
     pb204   82  122  204    1.5567498090e-12    7.6311265145e-15
     pb206   82  124  206    5.0950575781e-09    2.4733289214e-11
     pb207   82  125  207    9.9674251569e-09    4.8151812352e-11
     pb208   82  126  208    9.2966849189e-09    4.4695600572e-11
     bi209   83  126  209    7.8371438401e-09    3.7498295886e-11
     th232   90  142  232    1.6201355015e-08    6.9833426789e-11
     u235    92  143  235    1.6534984978e-08    7.0361638204e-11
     u238    92  146  238    3.3637820953e-11    1.4133538216e-13
