#1 ---------------------------------------------------------------- 1#
#2     Nucleosynthesis yields of B12TW0.25 model                    2#
#3     Nishimura, Takiwaki and Thielemann, ApJ 810:109 (2015)       3#
#4     Total ejecta:     3.55000e-02  in Solar Mass                 4#
#5 ---------------------------------------------------------------- 5#
#6   name     Z    N    A    X                   Y                  6#
#7 ---------------------------------------------------------------- 7#
     h1       1    0    1    5.6283971211e-03    5.6283971211e-03
     h2       1    1    2    3.3828017827e-08    1.6914008914e-08
     he3      2    1    3    4.8807033911e-06    1.6269011304e-06
     he4      2    2    4    3.9681676641e-02    9.9204191602e-03
     li6      3    3    6    4.1031303589e-13    6.8385505982e-14
     li7      3    4    7    1.9660240325e-13    2.8086057607e-14
     be9      4    5    9    3.4383033630e-16    3.8203370700e-17
     b10      5    5   10    1.3322382561e-14    1.3322382561e-15
     b11      5    6   11    2.4494116449e-10    2.2267378590e-11
     c12      6    6   12    1.2250614092e-05    1.0208845077e-06
     c13      6    7   13    1.8768869521e-09    1.4437591939e-10
     n14      7    7   14    1.8653579287e-07    1.3323985205e-08
     n15      7    8   15    1.4380228056e-06    9.5868187037e-08
     o16      8    8   16    1.1308960319e-06    7.0681001992e-08
     o17      8    9   17    2.3222818748e-06    1.3660481616e-07
     o18      8   10   18    1.2540492405e-05    6.9669402249e-07
     f19      9   10   19    7.4395355851e-06    3.9155450448e-07
     ne20    10   10   20    2.7491061550e-06    1.3745530775e-07
     ne21    10   11   21    1.1035509111e-06    5.2550043387e-08
     ne22    10   12   22    1.3587620215e-04    6.1761910069e-06
     na23    11   12   23    2.0993440168e-07    9.1275826817e-09
     mg24    12   12   24    3.9136376870e-07    1.6306823696e-08
     mg25    12   13   25    9.0285475299e-07    3.6114190120e-08
     mg26    12   14   26    2.6040167506e-06    1.0015449041e-07
     al27    13   14   27    2.0637152276e-07    7.6433897319e-09
     si28    14   14   28    2.2368408931e-06    7.9887174755e-08
     si29    14   15   29    6.3965446007e-07    2.2057050347e-08
     si30    14   16   30    7.7883110812e-06    2.5961036937e-07
     p31     15   16   31    1.2211850130e-06    3.9393064934e-08
     s32     16   16   32    8.2546104972e-06    2.5795657804e-07
     s33     16   17   33    6.4220466804e-07    1.9460747516e-08
     s34     16   18   34    1.7390094477e-05    5.1147336698e-07
     s36     16   20   36    2.8531077626e-07    7.9252993405e-09
     cl35    17   18   35    6.3814897595e-06    1.8232827884e-07
     cl37    17   20   37    1.2411279197e-06    3.3543997830e-08
     ar36    18   18   36    9.9261486141e-06    2.7572635039e-07
     ar38    18   20   38    5.5565485676e-06    1.4622496231e-07
     ar40    18   22   40    6.4581963290e-07    1.6145490822e-08
     k39     19   20   39    9.8191019821e-06    2.5177184569e-07
     k40     19   21   40    5.7567088415e-09    1.4391772104e-10
     k41     19   22   41    3.8528473802e-06    9.3971887321e-08
     ca40    20   20   40    1.6088046036e-04    4.0220115090e-06
     ca42    20   22   42    1.2063004527e-05    2.8721439351e-07
     ca43    20   23   43    4.1748987802e-06    9.7090669307e-08
     ca44    20   24   44    5.9343719941e-05    1.3487209077e-06
     ca46    20   26   46    1.4511344404e-05    3.1546400878e-07
     ca48    20   28   48    2.8052187434e-02    5.8442057155e-04
     sc45    21   24   45    3.0905996354e-06    6.8679991897e-08
     ti46    22   24   46    6.6022139649e-06    1.4352639054e-07
     ti47    22   25   47    2.4628037425e-05    5.2400079628e-07
     ti48    22   26   48    1.2093755267e-04    2.5195323474e-06
     ti49    22   27   49    1.6127611320e-03    3.2913492491e-05
     ti50    22   28   50    2.5898533804e-02    5.1797067608e-04
     v50     23   27   50    1.1524415830e-08    2.3048831661e-10
     v51     23   28   51    1.1974959248e-02    2.3480312252e-04
