#1 ---------------------------------------------------------------- 1#
#2     Nucleosynthesis yields of B12TW4.S3 model                    2#
#3     Nishimura, Takiwaki and Thielemann, ApJ 810:109 (2015)       3#
#4     Total ejecta:     8.57000e-02  in Solar Mass                 4#
#5 ---------------------------------------------------------------- 5#
#6   name     Z    N    A    X                   Y                  6#
#7 ---------------------------------------------------------------- 7#
     h1       1    0    1    1.2471082907e-02    1.2471082907e-02
     h2       1    1    2    9.4224147612e-08    9.4224147612e-08
     he3      2    1    3    1.0998928128e-05    1.0998928128e-05
     he4      2    2    4    1.3530071905e-01    1.3530071905e-01
     li6      3    3    6    9.8728701630e-12    9.8728701630e-12
     li7      3    4    7    5.2490175456e-13    5.2490175456e-13
     be9      4    5    9    6.9666153488e-16    6.9666153488e-16
     b10      5    5   10    2.1284581511e-14    2.1284581511e-14
     b11      5    6   11    6.9212818812e-11    6.9212818812e-11
     c12      6    6   12    1.1454376957e-06    1.1454376957e-06
     c13      6    7   13    1.4468151521e-08    1.4468151521e-08
     n14      7    7   14    1.8022444379e-07    1.8022444379e-07
     n15      7    8   15    3.5633635781e-07    3.5633635781e-07
     o16      8    8   16    4.8609497739e-06    4.8609497739e-06
     o17      8    9   17    2.0048305735e-06    2.0048305735e-06
     o18      8   10   18    8.4300014287e-06    8.4300014287e-06
     f19      9   10   19    7.9709786760e-06    7.9709786760e-06
     ne20    10   10   20    9.2293020417e-06    9.2293020417e-06
     ne21    10   11   21    1.3776723017e-06    1.3776723017e-06
     ne22    10   12   22    2.8838447989e-04    2.8838447989e-04
     na23    11   12   23    4.0746864339e-07    4.0746864339e-07
     mg24    12   12   24    7.3662908238e-07    7.3662908238e-07
     mg25    12   13   25    1.2379670985e-06    1.2379670985e-06
     mg26    12   14   26    1.7515249154e-05    1.7515249154e-05
     al27    13   14   27    1.2362153722e-06    1.2362153722e-06
     si28    14   14   28    2.8986035960e-06    2.8986035960e-06
     si29    14   15   29    3.9596966789e-06    3.9596966789e-06
     si30    14   16   30    5.1209099783e-05    5.1209099783e-05
     p31     15   16   31    6.1691470012e-06    6.1691470012e-06
     s32     16   16   32    2.3915593820e-06    2.3915593820e-06
     s33     16   17   33    2.0949035325e-06    2.0949035325e-06
     s34     16   18   34    1.2885960144e-04    1.2885960144e-04
     s36     16   20   36    3.1830980355e-07    3.1830980355e-07
     cl35    17   18   35    2.2752810007e-05    2.2752810007e-05
     cl37    17   20   37    1.4572047010e-05    1.4572047010e-05
     ar36    18   18   36    4.2471609991e-05    4.2471609991e-05
     ar38    18   20   38    1.9367246644e-05    1.9367246644e-05
     ar40    18   22   40    3.0944143766e-07    3.0944143766e-07
     k39     19   20   39    6.1152763849e-06    6.1152763849e-06
     k40     19   21   40    1.8040263663e-09    1.8040263663e-09
     k41     19   22   41    1.0028723463e-05    1.0028723463e-05
     ca40    20   20   40    6.4058213272e-04    6.4058213272e-04
     ca42    20   22   42    2.3252958057e-05    2.3252958057e-05
     ca43    20   23   43    1.1496156635e-05    1.1496156635e-05
     ca44    20   24   44    2.2161652730e-04    2.2161652730e-04
     ca46    20   26   46    1.1683410132e-05    1.1683410132e-05
     ca48    20   28   48    3.9900901363e-02    3.9900901363e-02
     sc45    21   24   45    1.2979486219e-05    1.2979486219e-05
     ti46    22   24   46    8.5958013128e-06    8.5958013128e-06
     ti47    22   25   47    3.1309892129e-05    3.1309892129e-05
     ti48    22   26   48    3.9987581611e-04    3.9987581611e-04
     ti49    22   27   49    3.3861976081e-03    3.3861976081e-03
     ti50    22   28   50    3.5950456617e-02    3.5950456617e-02
     v50     23   27   50    7.4701963799e-09    7.4701963799e-09
     v51     23   28   51    1.0136756650e-02    1.0136756650e-02
     cr50    24   26   50    8.7376710053e-05    8.7376710053e-05
