#** Please see  supplementary file "Update.log" for a record of recent changes and the date of the last update **
#** Please see supplementary file "References.dat" for a numbered list of all references (final column of this file) **
#** Please let me know via email if you spot any errors or omissions in this file **
#
#** Systems with an asterix (*) preceding their name are objects whose nature (globular cluster, dwarf galaxy, tidal remnant, asterism, etc) is ambiguous
#
#** Systems where the parameter value is listed as "nines" indicate that no value is known **
#** Systems where the parameter has a value but the errors are listed as "nines" indicate that the parameter value is highly uncertain **
#** (Note that the information for the non-dwarf galaxies - the Galaxy, M31, M33, NGC55, NGC300 - and the Magellanic Clouds is incomplete and not updated regularly) **
#
#Galaxy Name
#Right Ascension (hours minutes seconds) 
#Declination (degrees arcminutes arcseconds)
#Foreground reddening, E(B-V), measured directly from the Schlegel et al 1998 maps (they do not include the recalibration by Schlafly & Finbiener 2011)
#Distance Modulus, (m-M)o err+ err-  
#Heliocentric radial velocity, vh(km/s) err+ err- 
#Apparent V magnitude in Vega mags, Vmag err+ err- 
#Position Angle of major axis in degrees measured east from north, PA err+ err- 
#Projected ellipticity, e=1-b/a err+ err- 
#Central V surface brightness, muVo(mag/sq.arcsec) err+ err-
#Half-light radius measured on major axis, rh(arcmins) err+ err-
#Stellar radial velocity dispersion, sigma_s(km/s) err+ err-
#Stellar peak/max rotation velocity, vrot_s(km/s) err+ err-
#Mass of HI (calculated for the adopted distance modulus), M_HI (10^6M_sun)
#HI radial velocity dispersion, sigma_g(km/s) err+ err-
#HI peak/max rotation velocity, vrot_g(km/s) err+ err-
#Stellar mean metallicity in dex, [Fe/H] err+ err-
#Flag, F, for technique used to measure metallicity: 1=High res. spectroscopy; 2=Spectral synthesis; 3=CaT calibration; 4=CMD modelling; 5=Isochrones; 6=color of red giant branch
#References, numbers refer to list given in supplementary file "References.dat"                                                                                                                                                             
#GalaxyName         RA         Dec       EB-V  (m-M)o          vh(km/s)         Vmag         PA              e=1-b/a        muVo         rh(arcmins)        sigma_s(km/s)  vrot_s(km/s)   MHI  sigma_g(km/s)  vrot_g(km/s)    [Fe/H]          F References
#1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
Andromeda XI        0 46 20.0  33 48  5 0.080 24.33 0.05 0.05 -419.6  4.4  4.4 17.5 1.2 1.2 999.9 99.9 99.9 9.99 9.99 9.99 26.5 1.3 1.3   0.71  0.03  0.03  4.6 99.9 99.9 99.9 99.9 99.9 00.0 00.0 00.0 00.0  00.0 00.0 00.0 -1.80 0.10 0.10 3 (44)(103)(130)(206)(207)
Andromeda XIX       0 19 32.1  35  2 37 0.062 24.57 0.08 0.43 -111.6  1.6  1.4 15.6 0.6 0.6  37.0  8.0  8.0 0.17 0.02 0.02 29.3 0.7 0.7   6.20  0.10  0.10  4.7  1.6  1.4 99.9 99.9 99.9 99.9 99.9 99.9 99.9  99.9 99.9 99.9 -1.80 0.30 0.30 3 (51)(202)(207)
Andromeda XXIII     1 29 21.8  38 43  8 0.066 24.43 0.13 0.13 -237.7  1.2  1.2 14.2 0.5 0.5 138.0  5.0  5.0 0.40 0.05 0.05 28.0 0.5 0.5   4.60  0.20  0.20  7.1  1.0  1.0 99.9 99.9 99.9 99.9 99.9 99.9 99.9  99.9 99.9 99.9 -2.20 0.30 0.30 3 (48)(207)
Andromeda XX        0  7 30.7  35  7 56 0.059 24.35 0.12 0.16 -456.2  3.1  3.6 18.2 0.8 0.8  80.0 20.0 20.0 0.30 0.15 0.15 26.2 0.8 0.8   0.53  0.14  0.04  7.1  3.9  2.5 99.9 99.9 99.9 99.9 99.9 99.9 99.9  99.9 99.9 99.9 -2.20 0.40 0.40 3 (51)(202)(207)
Andromeda XIII      0 51 51.0  33  0 16 0.082 24.62 0.05 0.05 -185.4  2.4  2.4 18.1 1.2 1.2 999.9 99.9 99.9 9.99 9.99 9.99 27.3 1.3 1.3   0.78  0.08  0.08  5.8  2.0  2.0 99.9 99.9 99.9 00.0 00.0 00.0 00.0  00.0 00.0 00.0 -1.70 0.30 0.30 3 (44)(103)(130)(201)(206)(207)
Andromeda X         1  6 33.7  44 48 16 0.129 24.13 0.08 0.13 -164.1  1.7  1.7 16.6 1.0 1.0  46.0  5.0  5.0 0.44 0.06 0.06 26.3 1.1 1.1   1.30  0.10  0.10  6.4  1.4  1.4 99.9 99.9 99.9 00.0 00.0 00.0 00.0  00.0 00.0 00.0 -1.93 0.11 0.11 5 (50)(47)(104)(130)(201)(202)
Andromeda XXI      23 54 47.7  42 28 15 0.093 24.59 0.06 0.07 -362.5  0.9  0.9 14.8 0.6 0.6 110.0 15.0 15.0 0.20 0.07 0.07 27.0 0.4 0.4   3.50  0.30  0.30  4.5  1.2  1.0 99.9 99.9 99.9 99.9 99.9 99.9 99.9  99.9 99.9 99.9 -1.80 0.10 0.10 3 (53)(201)(202)(207)
And XXXII          00 35 59.4  51 33 35 0.193 24.45 0.14 0.14  999.9 99.9 99.9 12.2 0.7 0.7 -90.0  7.0  7.0 0.50 0.09 0.09 26.4 0.8 0.8   6.50  1.20  1.00 99.9 99.9 99.9 99.9 99.9 99.9 99.9 99.9 99.9 99.9 999.9 99.9 99.9  9.99 9.99 9.99 9 (209)     
NGC 147             0 33 12.1  48 30 32 0.172 24.15 0.09 0.09 -193.1  0.8  0.8  9.5 0.1 0.1  25.0  3.0  3.0 0.41 0.02 0.02 21.2 9.9 9.9   3.17  9.99  9.99 16.0  1.0  1.0 17.0  2.0  2.0 00.0 00.0 00.0 00.0  00.0 00.0 00.0 -1.10 0.10 0.10 3 (40)(52)(41)(130)
And XXX            00 36 34.9  49 38 48 0.166 24.17 0.10 0.26 -139.8  6.0  6.6 16.2 0.3 0.3 999.9 99.9 99.9 9.99 9.99 9.99 99.9 9.9 9.9   1.35  0.12  0.18 11.8  7.7  4.7 99.9 99.9 99.9 99.9 99.9 99.9 99.9 999.9 99.9 99.9 -1.70 0.40 0.40 3 (202)(207)(208)
