NGC,Ref,Star,Source,Age,AgeErr,[Fe/H],e_fe,[Mg/Fe],e_mg,[C/Fe],e_c,[N/Fe],e_n,[Ca/Fe],e_ca,[O/Fe],e_o,[Na/Fe],e_na,[Si/Fe],e_si,[Cr/Fe],e_cr,[Ti/Fe],e_ti,Comments
104,AB05,M08,RGB,,,-0.66,1.0,0.22,,,,,,0.02,0.11,0.36,,0.09,0.05,0.28,0.1,,,0.24,0.12,-
104,AB05,M11,RGB,,,,,0.22,,,,,,-0.04,0.1,0.22,,0.28,0.01,0.2,0.04,,,0.24,0.11,-
104,AB05,M12,RGB,,,,,0.24,0.02,,,,,-0.01,0.1,0.5,,0.01,0.04,0.22,0.11,,,0.27,0.11,-
104,AB05,M25,RGB,,,,,0.27,0.05,,,,,-0.05,0.1,0.35,,-0.07,0.03,0.23,0.08,,,0.1,0.14,-
104,AB05,M21,HB,,,,,,,,,,,0.09,0.16,0.31,,-0.15,,0.27,0.04,,,0.19,0.09,-
104,AZ88,-,IL,,,-0.79,1.0,,,,,,,,,,,,,,,,,,,-
104,BS09,-,CMD,12.0,,,,,,,,,,,,,,,,,,,,,,-
104,Br04,90,MS,,,,,,,0.04,,0.14,,,,,,,,,,,,,,-
104,Br04,94,MS,,,,,,,-0.31,,1.33,,,,,,,,,,,,,,-
104,Br04,341,MS,,,,,,,-0.07,,1.01,,,,,,,,,,,,,,-
104,Br04,596,MS,,,,,,,-0.01,,0.3,,,,,,,,,,,,,,-
104,Br04,806,MS,,,,,,,-0.17,,1.12,,,,,,,,,,,,,,-
104,Br04,977,MS,,,,,,,-0.12,,0.98,,,,,,,,,,,,,,-
104,Br04,1173,MS,,,,,,,0.07,,0.55,,,,,,,,,,,,,,-
104,Br04,1329,MS,,,,,,,-0.06,,0.54,,,,,,,,,,,,,,-
104,Br04,1336,MS,,,,,,,-0.31,,1.53,,,,,,,,,,,,,,-
104,Br04,1462,MS,,,,,,,-0.44,,1.48,,,,,,,,,,,,,,-
104,Br04,1587,MS,,,,,,,0.06,,0.45,,,,,,,,,,,,,,-
104,Br04,1992,MS,,,,,,,0.02,,0.54,,,,,,,,,,,,,,-
104,Br04,2060,MS,,,,,,,-0.16,,1.14,,,,,,,,,,,,,,-
104,Br04,2186,MS,,,,,,,-0.41,,1.42,,,,,,,,,,,,,,-
104,Br04,2284,MS,,,,,,,0.07,,1.47,,,,,,,,,,,,,,-
104,Br04,2379,MS,,,,,,,-0.05,,1.03,,,,,,,,,,,,,,-
104,Br04,2556,MS,,,,,,,-0.01,,0.3,,,,,,,,,,,,,,-
104,Br04,2629,MS,,,,,,,0.07,,0.43,,,,,,,,,,,,,,-
104,Br04,2738,MS,,,,,,,-0.01,,1.54,,,,,,,,,,,,,,-
104,Br04,2821,MS,,,,,,,-0.37,,1.46,,,,,,,,,,,,,,-
104,Br04,2947,MS,,,,,,,0.05,,0.35,,,,,,,,,,,,,,-
104,Br04,3060,MS,,,,,,,0.1,,0.67,,,,,,,,,,,,,,-
104,Br04,3137,MS,,,,,,,-0.11,,0.34,,,,,,,,,,,,,,-
104,Br04,3343,MS,,,,,,,-0.45,,1.49,,,,,,,,,,,,,,-
104,Br04,3371,MS,,,,,,,0.22,,1.01,,,,,,,,,,,,,,-
104,Br04,3394,MS,,,,,,,-0.2,,1.19,,,,,,,,,,,,,,-
104,Br04,3456,MS,,,,,,,-0.02,,0.07,,,,,,,,,,,,,,-
104,Br04,3521,MS,,,,,,,0.02,,0.79,,,,,,,,,,,,,,-
104,Br04,3522,MS,,,,,,,0.08,,1.11,,,,,,,,,,,,,,-
104,Br04,3532,MS,,,,,,,0.3,,0.65,,,,,,,,,,,,,,-
104,Br04,3631,MS,,,,,,,-0.27,,1.18,,,,,,,,,,,,,,-
104,Br04,3701,MS,,,,,,,-0.13,,1.11,,,,,,,,,,,,,,-
104,Br04,3769,MS,,,,,,,-0.26,,1.3,,,,,,,,,,,,,,-
104,Br04,3797,MS,,,,,,,0.2,,0.5,,,,,,,,,,,,,,-
104,Br04,3823,MS,,,,,,,0.34,,0.41,,,,,,,,,,,,,,-
104,Br04,3853,MS,,,,,,,-0.14,,1.12,,,,,,,,,,,,,,-
104,Br04,3872,MS,,,,,,,0.12,,0.34,,,,,,,,,,,,,,-
104,Br04,3929,MS,,,,,,,0.05,,0.35,,,,,,,,,,,,,,-
104,Br04,3942,MS,,,,,,,-0.02,,0.22,,,,,,,,,,,,,,-
104,Br04,4014,MS,,,,,,,0.09,,0.49,,,,,,,,,,,,,,-
104,Br04,4115,MS,,,,,,,0.09,,0.57,,,,,,,,,,,,,,-
104,Br04,4188,MS,,,,,,,-0.01,,0.44,,,,,,,,,,,,,,-
104,Br04,4298,MS,,,,,,,-0.14,,1.07,,,,,,,,,,,,,,-
104,Br04,4344,MS,,,,,,,-0.09,,1.08,,,,,,,,,,,,,,-
104,Br04,4421,MS,,,,,,,-0.18,,1.19,,,,,,,,,,,,,,-
104,Br04,4521,MS,,,,,,,-0.26,,1.25,,,,,,,,,,,,,,-
104,Br04,4600,MS,,,,,,,0.08,,0.32,,,,,,,,,,,,,,-
104,Br04,4643,MS,,,,,,,-0.01,,0.41,,,,,,,,,,,,,,-
104,Br04,4707,MS,,,,,,,-0.37,,1.47,,,,,,,,,,,,,,-
104,Br04,4790,MS,,,,,,,-0.06,,0.89,,,,,,,,,,,,,,-
104,Br04,4877,MS,,,,,,,-0.04,,0.98,,,,,,,,,,,,,,-
104,Br04,4936,MS,,,,,,,-0.16,,1.26,,,,,,,,,,,,,,-
104,Br04,5049,MS,,,,,,,-0.23,,0.53,,,,,,,,,,,,,,-
104,Br04,5154,MS,,,,,,,0.04,,0.31,,,,,,,,,,,,,,-
104,Br04,5188,MS,,,,,,,-0.36,,1.51,,,,,,,,,,,,,,-
104,Br04,5205,MS,,,,,,,-0.39,,1.66,,,,,,,,,,,,,,-
104,Br04,5219,MS,,,,,,,-0.03,,0.27,,,,,,,,,,,,,,-
104,Br04,5237,MS,,,,,,,-0.04,,0.19,,,,,,,,,,,,,,-
104,Br04,5253,MS,,,,,,,-0.24,,1.36,,,,,,,,,,,,,,-
104,Br04,5299,MS,,,,,,,0.03,,0.3,,,,,,,,,,,,,,-
104,Br04,5342,MS,,,,,,,-0.35,,1.32,,,,,,,,,,,,,,-
104,Br04,5538,MS,,,,,,,0.03,,0.74,,,,,,,,,,,,,,-
104,Br04,5545,MS,,,,,,,0.03,,0.3,,,,,,,,,,,,,,-
104,Br04,5547,MS,,,,,,,-0.16,,1.69,,,,,,,,,,,,,,-
104,Br04,5587,MS,,,,,,,0.17,,0.46,,,,,,,,,,,,,,-
104,Br04,5653,MS,,,,,,,-0.16,,1.07,,,,,,,,,,,,,,-
104,Br04,5665,MS,,,,,,,-0.91,,1.56,,,,,,,,,,,,,,-
104,Br04,5809,MS,,,,,,,-0.04,,0.2,,,,,,,,,,,,,,-
104,Br04,5836,MS,,,,,,,-0.06,,0.9,,,,,,,,,,,,,,-
104,Br04,5942,MS,,,,,,,-0.18,,1.37,,,,,,,,,,,,,,-
104,Br04,6043,MS,,,,,,,-0.45,,1.61,,,,,,,,,,,,,,-
104,Br04,6047,MS,,,,,,,-0.42,,0.41,,,,,,,,,,,,,,-
104,Br04,6220,MS,,,,,,,-0.5,,1.57,,,,,,,,,,,,,,-
104,Br04,6248,MS,,,,,,,-0.04,,0.36,,,,,,,,,,,,,,-
104,Br04,6264,MS,,,,,,,-0.23,,1.55,,,,,,,,,,,,,,-
104,Br04,6380,MS,,,,,,,-0.23,,1.64,,,,,,,,,,,,,,-
104,Br04,6452,MS,,,,,,,-0.15,,1.17,,,,,,,,,,,,,,-
104,Br04,6455,MS,,,,,,,-0.01,,1.03,,,,,,,,,,,,,,-
104,Br04,6591,MS,,,,,,,-0.27,,1.27,,,,,,,,,,,,,,-
104,Br04,6622,MS,,,,,,,0.04,,2.35,,,,,,,,,,,,,,-
104,Br04,6641,MS,,,,,,,-0.33,,1.56,,,,,,,,,,,,,,-
104,Br04,6648,MS,,,,,,,-0.21,,1.35,,,,,,,,,,,,,,-
104,Br04,6723,MS,,,,,,,-0.23,,1.46,,,,,,,,,,,,,,-
104,Br90/BW92,3501,RGB,,,-0.81,1.0,0.44,0.31,-0.07,0.06,1.28,0.06,-0.11,0.18,0.4,,0.28,0.04,0.47,0.31,,,0.24,0.17,BW92
104,Br90/BW92,4418,RGB,,,,,,,-0.17,0.06,1.28,0.06,-0.23,0.26,0.45,,-0.12,0.15,0.02,0.09,,,0.41,0.14,""""
104,Br90/BW92,1513,AGB,,,,,0.35,0.19,-0.37,0.06,1.18,0.06,0.15,0.19,0.25,,0.19,0.09,0.29,0.26,,,0.16,0.18,""""
104,Br90/BW92,2525,AGB,,,,,,,-0.07,0.06,1.23,0.06,-0.03,0.06,0.6,,-0.01,0.06,0.21,0.14,,,0.17,0.09,""""
104,Car04a/Ca05,1012,MSTO,,,,,0.45,,-0.1,,-0.3,,0.13,0.11,0.48,0.01,-0.14,,0.03,,0.1,0.09,0.21,0.14,-
104,Car04a/Ca05,1081,MSTO,,,,,0.5,0.14,-0.13,,-0.5,,0.14,0.11,0.57,0.01,-0.34,,0.13,,0.08,0.13,0.22,0.14,-
104,Car04a/Ca05,975,MSTO,,,,,,,-0.13,,-0.3,,0.21,0.12,0.4,0.08,0.22,,-0.1,0.22,,,0.06,,-
104,Car04a/Ca05,435,RGB,,,,,0.31,0.05,-0.31,,0.7,,0.18,0.14,,,0.31,0.12,0.33,0.16,0.18,0.12,0.37,0.1,-
104,Car04a/Ca05,456,RGB,,,,,0.32,0.13,-0.28,,1.0,,0.24,0.13,,,0.28,0.07,0.3,0.14,0.22,0.09,0.31,0.1,-
104,Car04a/Ca05,433,RGB,,,,,0.49,0.19,-0.32,,1.1,,0.22,0.13,,,0.24,0.05,0.21,0.17,0.14,0.12,0.17,0.13,-
104,Car04a/Ca05,478,RGB,,,,,,,-0.3,,0.9,,0.11,0.13,,,0.37,0.12,0.1,0.2,0.03,0.06,0.14,0.2,-
104,Car04a/Ca05,201600,RGB,,,,,0.33,0.06,-0.5,,1.1,,0.24,0.14,,,0.3,0.02,0.23,0.01,0.16,0.13,0.27,0.14,-
104,Car04a/Ca05,429,RGB,,,,,0.39,0.19,-0.35,,0.5,,0.09,0.14,-0.01,0.12,0.31,0.05,0.42,0.02,-0.04,0.11,0.17,0.19,-
104,Car04a/Ca05,201075,RGB,,,,,0.42,0.09,-0.12,,-0.3,,0.2,0.14,0.41,,0.11,0.05,0.38,0.15,0.11,0.09,0.37,0.1,-
104,Car04a/Ca05,206415,RGB,,,,,0.34,0.08,-0.11,,-0.25,,0.27,0.15,0.52,0.08,0.1,0.12,0.45,0.15,0.11,0.13,0.24,0.12,-
104,Car04a/Ca05,482,RGB,,,,,0.64,0.14,-0.16,,0.1,,0.23,0.12,0.61,0.16,0.06,0.12,0.28,0.17,0.07,0.13,0.32,0.1,-
104,Ca09a,1389,RGB,,,,,,,,,,,,,0.4,0.07,0.18,0.01,,,,,,,-
104,Ca09a,2608,RGB,,,,,,,,,,,,,-0.21,,0.62,0.08,,,,,,,-
104,Ca09a,2871,RGB,,,,,,,,,,,,,,,0.44,0.06,,,,,,,-
104,Ca09a,4373,RGB,,,,,,,,,,,,,0.43,,0.25,0.14,,,,,,,-
104,Ca09a,5172,RGB,,,,,,,,,,,,,0.19,,0.49,0.07,,,,,,,-
104,Ca09a,5270,RGB,,,,,,,,,,,,,0.09,0.02,0.7,0.04,,,,,,,-
104,Ca09a,5277,RGB,,,,,,,,,,,,,0.29,,0.42,0.17,,,,,,,-
104,Ca09a,5640,RGB,,,,,,,,,,,,,0.21,,0.22,0.02,,,,,,,-
104,Ca09a,6092,RGB,,,,,,,,,,,,,,,0.31,0.07,,,,,,,-
104,Ca09a,6808,RGB,,,,,,,,,,,,,0.23,0.07,0.42,0.06,,,,,,,-
104,Ca09a,7711,RGB,,,,,,,,,,,,,0.13,,0.43,0.02,,,,,,,-
104,Ca09a,7904,RGB,,,,,,,,,,,,,0.18,0.04,0.44,0.11,,,,,,,-
104,Ca09a,9163,RGB,,,,,,,,,,,,,,,0.53,0.14,,,,,,,-
104,Ca09a,9268,RGB,,,,,,,,,,,,,-0.04,,0.6,,,,,,,,-
104,Ca09a,9518,RGB,,,,,,,,,,,,,0.25,,0.26,0.1,,,,,,,-
104,Ca09a,9717,RGB,,,,,,,,,,,,,0.34,0.06,0.33,0.11,,,,,,,-
104,Ca09a,10397,RGB,,,,,,,,,,,,,0.29,0.06,0.44,0.04,,,,,,,-
104,Ca09a,10496,RGB,,,,,,,,,,,,,0.06,,0.5,0.15,,,,,,,-
104,Ca09a,10994,RGB,,,,,,,,,,,,,0.34,,0.33,0.13,,,,,,,-
104,Ca09a,11008,RGB,,,,,,,,,,,,,0.15,,0.4,0.13,,,,,,,-
104,Ca09a,11169,RGB,,,,,,,,,,,,,0.14,,0.31,0.07,,,,,,,-
104,Ca09a,11675,RGB,,,,,,,,,,,,,0.15,,0.4,0.13,,,,,,,-
104,Ca09a,11709,RGB,,,,,,,,,,,,,0.17,0.08,0.52,0.14,,,,,,,-
104,Ca09a,11756,RGB,,,,,,,,,,,,,0.42,0.1,0.27,0.18,,,,,,,-
104,Ca09a,11927,RGB,,,,,,,,,,,,,-0.03,,0.57,0.08,,,,,,,-
104,Ca09a,12128,RGB,,,,,,,,,,,,,,,0.39,0.07,,,,,,,-
104,Ca09a,12186,RGB,,,,,,,,,,,,,,,0.46,0.07,,,,,,,-
104,Ca09a,12272,RGB,,,,,,,,,,,,,,,0.66,0.15,,,,,,,-
104,Ca09a,13047,RGB,,,,,,,,,,,,,0.31,0.11,0.35,0.05,,,,,,,-
104,Ca09a,13668,RGB,,,,,,,,,,,,,0.28,0.1,0.23,0.06,,,,,,,-
104,Ca09a,13718,RGB,,,,,,,,,,,,,0.2,,0.4,0.07,,,,,,,-
104,Ca09a,13795,RGB,,,,,,,,,,,,,0.37,0.03,0.43,0.02,,,,,,,-
104,Ca09a,13939,RGB,,,,,,,,,,,,,0.13,0.1,0.48,,,,,,,,-
104,Ca09a,14262,RGB,,,,,,,,,,,,,0.21,,0.24,0.1,,,,,,,-
104,Ca09a,14487,RGB,,,,,,,,,,,,,0.35,0.05,0.36,0.1,,,,,,,-
104,Ca09a,14496,RGB,,,,,,,,,,,,,0.25,,0.36,0.09,,,,,,,-
104,Ca09a,14583,RGB,,,,,,,,,,,,,0.2,0.08,0.4,0.04,,,,,,,-
104,Ca09a,15451,RGB,,,,,,,,,,,,,0.06,,0.46,0.03,,,,,,,-
104,Ca09a,15552,RGB,,,,,,,,,,,,,-0.02,,0.66,0.09,,,,,,,-
104,Ca09a,15695,RGB,,,,,,,,,,,,,,,0.39,0.07,,,,,,,-
104,Ca09a,16089,RGB,,,,,,,,,,,,,0.15,,,,,,,,,,-
104,Ca09a,16462,RGB,,,,,,,,,,,,,-0.07,0.11,0.49,0.15,,,,,,,-
104,Ca09a,16597,RGB,,,,,,,,,,,,,0.24,0.04,0.33,0.12,,,,,,,-
104,Ca09a,16777,RGB,,,,,,,,,,,,,-0.02,,0.54,0.12,,,,,,,-
104,Ca09a,16829,RGB,,,,,,,,,,,,,0.19,,0.37,0.13,,,,,,,-
104,Ca09a,16957,RGB,,,,,,,,,,,,,0.03,,0.65,0.06,,,,,,,-
104,Ca09a,17193,RGB,,,,,,,,,,,,,0.29,0.04,0.53,0.13,,,,,,,-
104,Ca09a,17238,RGB,,,,,,,,,,,,,0.24,,0.45,0.13,,,,,,,-
104,Ca09a,17526,RGB,,,,,,,,,,,,,-0.03,0.02,,,,,,,,,-
104,Ca09a,17657,RGB,,,,,,,,,,,,,,,0.66,0.14,,,,,,,-
104,Ca09a,17885,RGB,,,,,,,,,,,,,,,0.47,0.08,,,,,,,-
104,Ca09a,17926,RGB,,,,,,,,,,,,,0.15,0.07,0.53,0.07,,,,,,,-
104,Ca09a,18374,RGB,,,,,,,,,,,,,0.11,,0.44,0.12,,,,,,,-
104,Ca09a,18623,RGB,,,,,,,,,,,,,,,0.57,0.08,,,,,,,-
104,Ca09a,18676,RGB,,,,,,,,,,,,,,,0.37,0.01,,,,,,,-
104,Ca09a,18896,RGB,,,,,,,,,,,,,,,0.55,0.12,,,,,,,-
104,Ca09a,19042,RGB,,,,,,,,,,,,,-0.28,0.1,0.92,0.23,,,,,,,-
104,Ca09a,19394,RGB,,,,,,,,,,,,,,,0.37,0.07,,,,,,,-
104,Ca09a,19992,RGB,,,,,,,,,,,,,0.37,0.05,0.12,0.11,,,,,,,-
104,Ca09a,20002,RGB,,,,,,,,,,,,,,,0.59,0.09,,,,,,,-
104,Ca09a,20019,RGB,,,,,,,,,,,,,0.32,0.1,0.33,0.13,,,,,,,-
104,Ca09a,20387,RGB,,,,,,,,,,,,,0.28,0.05,0.45,0.1,,,,,,,-
104,Ca09a,20639,RGB,,,,,,,,,,,,,,,0.37,0.05,,,,,,,-
104,Ca09a,20701,RGB,,,,,,,,,,,,,0.1,,0.56,0.17,,,,,,,-
104,Ca09a,20983,RGB,,,,,,,,,,,,,0.22,0.09,0.54,0.02,,,,,,,-
104,Ca09a,21369,RGB,,,,,,,,,,,,,-0.11,0.13,0.6,0.08,,,,,,,-
104,Ca09a,22374,RGB,,,,,,,,,,,,,-0.21,,0.73,0.01,,,,,,,-
104,Ca09a,22726,RGB,,,,,,,,,,,,,-0.05,,0.61,0.13,,,,,,,-
104,Ca09a,22875,RGB,,,,,,,,,,,,,,,0.32,0.02,,,,,,,-
104,Ca09a,23175,RGB,,,,,,,,,,,,,0.05,0.09,0.63,0.14,,,,,,,-
104,Ca09a,23211,RGB,,,,,,,,,,,,,-0.32,,0.74,0.11,,,,,,,-
104,Ca09a,23225,RGB,,,,,,,,,,,,,,,0.19,0.03,,,,,,,-
104,Ca09a,23232,RGB,,,,,,,,,,,,,0.35,0.07,0.1,0.09,,,,,,,-
104,Ca09a,23236,RGB,,,,,,,,,,,,,0.29,,0.36,0.16,,,,,,,-
104,Ca09a,23335,RGB,,,,,,,,,,,,,-0.03,0.02,0.69,0.18,,,,,,,-
104,Ca09a,23782,RGB,,,,,,,,,,,,,,,0.44,0.09,,,,,,,-
104,Ca09a,23799,RGB,,,,,,,,,,,,,,,0.32,0.08,,,,,,,-
104,Ca09a,23821,RGB,,,,,,,,,,,,,0.14,0.03,0.53,0.02,,,,,,,-
104,Ca09a,23829,RGB,,,,,,,,,,,,,,,0.51,0.12,,,,,,,-
104,Ca09a,23879,RGB,,,,,,,,,,,,,0.34,0.02,0.43,0.05,,,,,,,-
104,Ca09a,24463,RGB,,,,,,,,,,,,,-0.13,,,,,,,,,,-
104,Ca09a,24533,RGB,,,,,,,,,,,,,0.09,,0.5,0.12,,,,,,,-
104,Ca09a,24553,RGB,,,,,,,,,,,,,-0.18,,,,,,,,,,-
104,Ca09a,24665,RGB,,,,,,,,,,,,,0.29,0.02,0.39,0.02,,,,,,,-
104,Ca09a,24901,RGB,,,,,,,,,,,,,,,0.69,0.12,,,,,,,-
104,Ca09a,25226,RGB,,,,,,,,,,,,,0.0,0.03,0.51,0.04,,,,,,,-
104,Ca09a,25487,RGB,,,,,,,,,,,,,0.19,,0.41,0.16,,,,,,,-
104,Ca09a,25770,RGB,,,,,,,,,,,,,0.13,,0.58,0.11,,,,,,,-
104,Ca09a,25961,RGB,,,,,,,,,,,,,0.09,,0.54,0.15,,,,,,,-
104,Ca09a,25988,RGB,,,,,,,,,,,,,,,0.42,0.06,,,,,,,-
104,Ca09a,26058,RGB,,,,,,,,,,,,,0.41,0.03,0.38,0.08,,,,,,,-
104,Ca09a,26281,RGB,,,,,,,,,,,,,0.06,,,,,,,,,,-
104,Ca09a,26403,RGB,,,,,,,,,,,,,0.21,0.1,,,,,,,,,-
104,Ca09a,26713,RGB,,,,,,,,,,,,,0.3,,0.43,0.11,,,,,,,-
104,Ca09a,26870,RGB,,,,,,,,,,,,,0.11,,0.67,0.13,,,,,,,-
104,Ca09a,27381,RGB,,,,,,,,,,,,,-0.22,0.09,0.6,0.02,,,,,,,-
104,Ca09a,27385,RGB,,,,,,,,,,,,,-0.02,0.16,0.72,0.08,,,,,,,-
104,Ca09a,27499,RGB,,,,,,,,,,,,,0.14,0.07,0.45,0.11,,,,,,,-
104,Ca09a,27551,RGB,,,,,,,,,,,,,0.32,,0.5,0.03,,,,,,,-
104,Ca09a,27755,RGB,,,,,,,,,,,,,0.27,0.05,0.25,0.08,,,,,,,-
104,Ca09a,28628,RGB,,,,,,,,,,,,,,,0.62,0.17,,,,,,,-
104,Ca09a,29031,RGB,,,,,,,,,,,,,,,0.52,0.24,,,,,,,-
104,Ca09a,29167,RGB,,,,,,,,,,,,,,,0.57,0.11,,,,,,,-
104,Ca09a,29490,RGB,,,,,,,,,,,,,0.34,0.03,0.3,0.1,,,,,,,-
104,Ca09a,29886,RGB,,,,,,,,,,,,,-0.02,,,,,,,,,,-
104,Ca09a,30104,RGB,,,,,,,,,,,,,0.02,,,,,,,,,,-
104,Ca09a,30193,RGB,,,,,,,,,,,,,,,0.33,0.13,,,,,,,-
104,Ca09a,30297,RGB,,,,,,,,,,,,,0.24,,0.25,0.05,,,,,,,-
104,Ca09a,30340,RGB,,,,,,,,,,,,,0.17,0.12,0.49,0.06,,,,,,,-
104,Ca09a,30463,RGB,,,,,,,,,,,,,-0.06,0.15,0.54,0.09,,,,,,,-
104,Ca09a,30949,RGB,,,,,,,,,,,,,0.14,0.17,0.63,0.12,,,,,,,-
104,Ca09a,30952,RGB,,,,,,,,,,,,,0.34,0.08,0.34,0.05,,,,,,,-
104,Ca09a,31100,RGB,,,,,,,,,,,,,,,0.55,0.12,,,,,,,-
104,Ca09a,31190,RGB,,,,,,,,,,,,,0.29,,0.4,0.08,,,,,,,-
104,Ca09a,31223,RGB,,,,,,,,,,,,,,,0.24,0.02,,,,,,,-
104,Ca09a,31426,RGB,,,,,,,,,,,,,0.06,,0.63,0.14,,,,,,,-
104,Ca09a,31525,RGB,,,,,,,,,,,,,0.16,0.02,0.63,0.02,,,,,,,-
104,Ca09a,31560,RGB,,,,,,,,,,,,,0.29,0.04,0.46,0.16,,,,,,,-
104,Ca09a,31638,RGB,,,,,,,,,,,,,,,0.5,0.11,,,,,,,-
104,Ca09a,31796,RGB,,,,,,,,,,,,,,,0.59,0.04,,,,,,,-
104,Ca09a,32730,RGB,,,,,,,,,,,,,0.17,0.13,0.54,0.07,,,,,,,-
104,Ca09a,33009,RGB,,,,,,,,,,,,,0.14,,0.48,0.08,,,,,,,-
104,Ca09a,33311,RGB,,,,,,,,,,,,,,,0.11,0.03,,,,,,,-
104,Ca09a,33686,RGB,,,,,,,,,,,,,-0.09,,,,,,,,,,-
104,Ca09a,34033,RGB,,,,,,,,,,,,,0.17,0.1,0.4,0.02,,,,,,,-
104,Ca09a,34847,RGB,,,,,,,,,,,,,,,0.46,0.12,,,,,,,-
104,Ca09a,35160,RGB,,,,,,,,,,,,,-0.08,,0.73,0.12,,,,,,,-
104,Ca09a,35454,RGB,,,,,,,,,,,,,0.14,,0.26,0.07,,,,,,,-
104,Ca09a,35878,RGB,,,,,,,,,,,,,0.0,,0.6,0.05,,,,,,,-
104,Ca09a,36828,RGB,,,,,,,,,,,,,0.33,0.02,0.49,0.02,,,,,,,-
104,Ca09a,37009,RGB,,,,,,,,,,,,,,,0.54,0.11,,,,,,,-
104,Ca09a,37036,RGB,,,,,,,,,,,,,0.26,,0.51,0.15,,,,,,,-
104,Ca09a,37233,RGB,,,,,,,,,,,,,0.17,,0.52,0.09,,,,,,,-
104,Ca09a,38289,RGB,,,,,,,,,,,,,0.3,,0.2,0.02,,,,,,,-
104,Ca09a,38976,RGB,,,,,,,,,,,,,,,0.34,0.04,,,,,,,-
104,Ca09a,39101,RGB,,,,,,,,,,,,,0.0,,0.55,0.01,,,,,,,-
104,Ca09a,39836,RGB,,,,,,,,,,,,,,,0.19,,,,,,,,-
104,Ca09a,40001,RGB,,,,,,,,,,,,,,,0.43,0.02,,,,,,,-
104,Ca09a,40718,RGB,,,,,,,,,,,,,0.31,,0.37,0.03,,,,,,,-
104,Ca09a,41654,RGB,,,,,,,,,,,,,,,0.7,0.12,,,,,,,-
104,Ca09a,42243,RGB,,,,,,,,,,,,,0.14,,0.63,0.1,,,,,,,-
104,Ca09a,42321,RGB,,,,,,,,,,,,,,,0.24,0.02,,,,,,,-
104,Ca09a,42866,RGB,,,,,,,,,,,,,-0.22,,0.67,0.06,,,,,,,-
104,Ca09a,43632,RGB,,,,,,,,,,,,,0.05,0.07,0.52,0.06,,,,,,,-
104,Ca09a,43852,RGB,,,,,,,,,,,,,-0.07,,0.7,0.15,,,,,,,-
104,Ca09a,43889,RGB,,,,,,,,,,,,,0.05,,0.63,0.17,,,,,,,-
104,Ca09a,112186,RGB,,,,,,,,,,,,,0.8,0.03,0.69,0.01,,,,,,,-
104,Ca09b,5270,RGB,,,,,0.55,0.13,,,,,,,0.12,0.06,0.69,0.06,0.43,0.06,,,,,-
104,Ca09b,12272,RGB,,,,,0.57,0.06,,,,,,,0.27,0.02,0.6,0.07,0.43,0.1,,,,,-
104,Ca09b,13795,RGB,,,,,0.5,0.14,,,,,,,0.36,0.03,0.3,0.08,0.38,0.09,,,,,-
104,Ca09b,14583,RGB,,,,,0.54,0.06,,,,,,,0.34,0.04,0.43,0.07,0.42,0.06,,,,,-
104,Ca09b,17657,RGB,,,,,0.5,0.16,,,,,,,-0.07,0.14,0.85,0.08,0.36,0.16,,,,,-
104,Ca09b,18623,RGB,,,,,0.47,0.04,,,,,,,0.12,0.1,0.59,0.07,0.37,0.11,,,,,-
104,Ca09b,20002,RGB,,,,,0.53,0.03,,,,,,,0.28,0.05,0.48,0.1,0.4,0.08,,,,,-
104,Ca09b,23821,RGB,,,,,0.53,0.12,,,,,,,0.39,0.03,0.44,0.06,0.39,0.05,,,,,-
104,Ca09b,34847,RGB,,,,,0.5,0.17,,,,,,,0.39,0.09,0.45,0.08,0.4,0.06,,,,,-
104,Ca09b,36828,RGB,,,,,0.51,0.11,,,,,,,0.38,0.04,0.42,0.07,0.41,0.1,,,,,-
104,Ca09b,41654,RGB,,,,,0.53,0.02,,,,,,,0.12,0.05,0.6,0.13,0.39,0.13,,,,,-
104,Ca09c,-,Avg,,,-0.76,0.33,,,,,,,,,,,,,,,,,,,-
104,DA05,-,CMD,11.1,1.1,,,,,,,,,,,,,,,,,,,,,-
104,DO10,001,MSTO,,,,,,,,,,,,,0.24,0.05,0.26,0.1,,,,,,,-
104,DO10,002,MSTO,,,,,,,,,,,,,0.03,0.08,0.29,0.08,,,,,,,-
104,DO10,003,MSTO,,,,,,,,,,,,,0.42,0.05,,,,,,,,,-
104,DO10,005,MSTO,,,,,,,,,,,,,0.08,0.11,0.3,0.08,,,,,,,-
104,DO10,006,MSTO,,,,,,,,,,,,,0.34,0.05,0.24,0.08,,,,,,,-
104,DO10,007,MSTO,,,,,,,,,,,,,0.46,0.05,,,,,,,,,-
104,DO10,008,MSTO,,,,,,,,,,,,,0.68,0.05,,,,,,,,,-
104,DO10,009,MSTO,,,,,,,,,,,,,0.3,0.05,,,,,,,,,-
104,DO10,010,MSTO,,,,,,,,,,,,,0.48,0.05,,,,,,,,,-
104,DO10,011,MSTO,,,,,,,,,,,,,,,0.46,0.08,,,,,,,-
104,DO10,012,MSTO,,,,,,,,,,,,,,,0.26,0.11,,,,,,,-
104,DO10,013,MSTO,,,,,,,,,,,,,,,0.27,0.08,,,,,,,-
104,DO10,019,MSTO,,,,,,,,,,,,,0.17,0.05,0.46,0.08,,,,,,,-
104,DO10,020,MSTO,,,,,,,,,,,,,0.23,0.05,0.45,0.08,,,,,,,-
