NGC,Ref,Star,Source,Age,AgeErr,[Fe/H],e_fe,[Mg/Fe],e_mg,[C/Fe],e_c,[N/Fe],e_n,[Ca/Fe],e_ca,[O/Fe],e_o,[Na/Fe],e_na,[Si/Fe],e_si,[Cr/Fe],e_cr,[Ti/Fe],e_ti,Comments
1851,La12,15182,MSTO,,,,,,,-1.1,0.14,0.75,0.23,,,,,,,,,,,,,-
1851,La12,15490,MSTO,,,,,,,-0.29,0.13,-0.34,0.3,,,,,,,,,,,,,-
1851,La12,16047,MSTO,,,,,,,-1.4,0.14,0.99,0.26,,,,,,,,,,,,,-
1851,La12,20295,MSTO,,,,,,,-1.05,0.12,0.78,0.26,,,,,,,,,,,,,-
1851,La12,40017,MSTO,,,,,,,-0.75,0.13,0.42,0.26,,,,,,,,,,,,,-
1851,La12,40020,MSTO,,,,,,,-0.83,0.12,0.42,0.19,,,,,,,,,,,,,-
1851,La12,40022,MSTO,,,,,,,-1.83,0.14,1.97,0.26,,,,,,,,,,,,,-
1851,La12,40062,MSTO,,,,,,,-0.73,0.11,1.12,0.24,,,,,,,,,,,,,-
1851,La12,40072,MSTO,,,,,,,-0.86,0.14,0.74,0.26,,,,,,,,,,,,,-
1851,La12,40083,MSTO,,,,,,,-0.84,0.12,0.5,0.25,,,,,,,,,,,,,-
1851,La12,40088,MSTO,,,,,,,-0.9,0.12,0.82,0.25,,,,,,,,,,,,,-
1851,La12,40094,MSTO,,,,,,,-0.98,0.12,0.74,0.23,,,,,,,,,,,,,-
1851,La12,40097,MSTO,,,,,,,-0.69,0.14,0.64,0.26,,,,,,,,,,,,,-
1851,La12,40117,MSTO,,,,,,,-0.64,0.12,0.67,0.25,,,,,,,,,,,,,-
1851,La12,40123,MSTO,,,,,,,-0.7,0.15,0.73,0.53,,,,,,,,,,,,,-
1851,La12,40191,MSTO,,,,,,,-1.21,0.13,1.3,0.27,,,,,,,,,,,,,-
1851,La12,40197,MSTO,,,,,,,-0.97,0.13,1.29,0.24,,,,,,,,,,,,,-
1851,La12,40235,MSTO,,,,,,,-0.88,0.14,1.37,0.24,,,,,,,,,,,,,-
1851,La12,40239,MSTO,,,,,,,-1.08,0.13,0.96,0.25,,,,,,,,,,,,,-
1851,La12,40340,MSTO,,,,,,,-0.71,0.13,1.19,0.22,,,,,,,,,,,,,-
1851,La12,40344,MSTO,,,,,,,-0.66,0.12,0.58,0.27,,,,,,,,,,,,,-
1851,La12,40348,MSTO,,,,,,,-0.76,0.13,-0.38,0.24,,,,,,,,,,,,,-
1851,La12,40376,MSTO,,,,,,,-0.87,0.15,0.82,0.25,,,,,,,,,,,,,-
1851,La12,40385,MSTO,,,,,,,-0.74,0.12,0.31,0.26,,,,,,,,,,,,,-
1851,La12,40424,MSTO,,,,,,,-0.85,0.13,0.7,0.24,,,,,,,,,,,,,-
1851,La12,40504,MSTO,,,,,,,-0.54,0.13,0.72,0.26,,,,,,,,,,,,,-
1851,La12,40507,MSTO,,,,,,,-0.58,0.16,1.15,0.29,,,,,,,,,,,,,-
1851,La12,40508,MSTO,,,,,,,-1.05,0.14,0.77,0.3,,,,,,,,,,,,,-
1851,La12,40545,MSTO,,,,,,,-0.89,0.16,0.94,0.28,,,,,,,,,,,,,-
1851,La12,40571,MSTO,,,,,,,-0.97,0.13,1.29,0.25,,,,,,,,,,,,,-
1851,La12,40575,MSTO,,,,,,,-0.69,0.15,-0.04,0.3,,,,,,,,,,,,,-
1851,La12,40620,MSTO,,,,,,,-0.73,0.14,0.01,0.23,,,,,,,,,,,,,-
1851,La12,40665,MSTO,,,,,,,-0.8,0.12,0.35,0.22,,,,,,,,,,,,,-
1851,La12,40709,MSTO,,,,,,,-0.68,0.13,1.25,0.25,,,,,,,,,,,,,-
1851,La12,40715,MSTO,,,,,,,-0.79,0.13,0.71,0.26,,,,,,,,,,,,,-
1851,La12,40756,MSTO,,,,,,,-0.82,0.12,1.01,0.24,,,,,,,,,,,,,-
1851,La12,40863,MSTO,,,,,,,-0.99,0.17,0.88,0.36,,,,,,,,,,,,,-
1851,La12,40874,MSTO,,,,,,,-0.61,0.14,0.26,0.27,,,,,,,,,,,,,-
1851,La12,40978,MSTO,,,,,,,-0.8,0.18,0.71,0.29,,,,,,,,,,,,,-
1851,La12,41003,MSTO,,,,,,,-0.83,0.13,0.11,0.22,,,,,,,,,,,,,-
1851,La12,41018,MSTO,,,,,,,-0.89,0.12,0.35,0.26,,,,,,,,,,,,,-
1851,La12,41108,MSTO,,,,,,,-0.79,0.14,0.77,0.26,,,,,,,,,,,,,-
1851,La12,41185,MSTO,,,,,,,-1.52,0.13,0.82,0.27,,,,,,,,,,,,,-
1851,La12,41213,MSTO,,,,,,,-0.86,0.13,1.07,0.25,,,,,,,,,,,,,-
1851,La12,41279,MSTO,,,,,,,-0.94,0.14,0.9,0.29,,,,,,,,,,,,,-
1851,La12,41325,MSTO,,,,,,,-0.64,0.14,0.45,0.25,,,,,,,,,,,,,-
1851,La12,41350,MSTO,,,,,,,-1.81,0.14,1.87,0.25,,,,,,,,,,,,,-
1851,La12,41558,MSTO,,,,,,,-0.76,0.14,0.31,0.28,,,,,,,,,,,,,-
1851,La12,41610,MSTO,,,,,,,-0.85,0.13,0.11,0.22,,,,,,,,,,,,,-
1851,La12,41807,MSTO,,,,,,,-0.63,0.12,-0.33,0.21,,,,,,,,,,,,,-
1851,La12,41835,MSTO,,,,,,,-0.85,0.13,-0.07,0.23,,,,,,,,,,,,,-
1851,La12,41884,MSTO,,,,,,,-0.96,0.31,0.72,0.36,,,,,,,,,,,,,-
1851,La12,42073,MSTO,,,,,,,-0.93,0.13,1.02,0.25,,,,,,,,,,,,,-
1851,La12,42195,MSTO,,,,,,,-0.67,0.13,0.41,0.27,,,,,,,,,,,,,-
1851,La12,42623,MSTO,,,,,,,-0.36,0.13,0.28,0.22,,,,,,,,,,,,,-
1851,La12,42785,MSTO,,,,,,,-0.8,0.14,1.1,0.26,,,,,,,,,,,,,-
1851,La12,42865,MSTO,,,,,,,-0.74,0.2,0.3,0.3,,,,,,,,,,,,,-
1851,La12,43014,MSTO,,,,,,,-0.44,0.18,1.08,0.54,,,,,,,,,,,,,-
1851,Sa88,-,CMD,15.0,3.0,,,,,,,,,,,,,,,,,,,,,-
1851,Vi10,13,RGB,,,-1.23,1.0,,,,,,,0.33,,0.26,,-0.26,,0.23,,,,0.27,,-
1851,Vi10,30,RGB,,,,,,,,,,,0.32,,0.18,,0.06,,0.31,,,,0.26,,-
1851,Vi10,31,RGB,,,,,,,,,,,0.37,,0.37,,-0.31,,0.23,,,,0.3,,-
1851,Vi10,43,RGB,,,,,,,,,,,0.31,,-0.13,,0.34,,0.39,,,,,,-
1851,Vi10,51,RGB,,,,,,,,,,,0.32,,-0.03,,0.26,,0.3,,,,0.3,,-
1851,Vi10,53,RGB,,,,,,,,,,,0.42,,0.23,,-0.28,,0.32,,,,0.28,,-
1851,Vi10,63,RGB,,,,,,,,,,,0.39,,-0.07,,0.18,,0.35,,,,0.31,,-
1851,Vi10,68,RGB,,,,,,,,,,,0.35,,-0.11,,0.36,,0.25,,,,0.26,,-
1851,Vi10,35,RGB,,,,,,,,,,,0.37,,-0.09,,0.31,,0.38,,,,0.28,,-
1851,Vi10,14,RGB,,,,,,,,,,,0.38,,0.1,,0.2,,0.32,,,,0.26,,-
1851,Vi10,16,RGB,,,,,,,,,,,0.41,,-0.09,,0.4,,0.41,,,,0.28,,-
1851,Vi10,18,RGB,,,,,,,,,,,0.39,,-0.49,,0.73,,0.28,,,,0.25,,-
1851,Vi10,20,RGB,,,,,,,,,,,0.42,,-0.19,,0.57,,,,,,0.31,,-
1851,Vi10,08,RGB,,,,,,,,,,,0.32,,-0.22,,0.44,,0.34,,,,0.27,,-
1851,Vi10,09,RGB,,,,,,,,,,,0.37,,-0.33,,0.61,,0.38,,,,,,-
1851,Wa92,-,CMD,14.0,1.0,,,,,,,,,,,,,,,,,,,,,-
1851,YG08/Yo09,003,RGB,,,-1.27,1.0,0.25,,-0.78,,0.96,,,,0.2,,0.13,,,,,,,,-
1851,YG08/Yo09,095,RGB,,,-1.21,1.0,0.5,,-0.61,,1.08,,,,0.17,,0.23,,,,,,,,-
1851,YG08/Yo09,112,RGB,,,,,0.42,,,,,,,,0.13,,0.74,,,,,,,,-
1851,YG08/Yo09,151,RGB,,,,,0.35,,,,,,,,0.61,,-0.14,,,,,,,,-
1851,YG08/Yo09,209,RGB,,,,,0.4,,,,,,,,0.49,,-0.27,,,,,,,,-
1851,YG08/Yo09,329,RGB,,,,,0.33,,-0.51,,1.28,,,,0.25,,0.34,,,,,,,,-
1851,YG08/Yo09,333,RGB,,,,,0.36,,,,,,,,0.44,,-0.21,,,,,,,,-
1851,YG08/Yo09,395,RGB,,,,,0.39,,-0.96,,1.68,,,,-0.3,,0.62,,,,,,,,-
1904,Al94,-,CMD,16.0,,,,,,,,,,,,,,,,,,,,,,-
1904,Ca09a,27,RGB,,,,,,,,,,,,,0.21,0.01,0.52,0.08,,,,,,,-
1904,Ca09a,28,RGB,,,,,,,,,,,,,0.36,0.01,0.27,0.09,,,,,,,-
1904,Ca09a,29,RGB,,,,,,,,,,,,,0.24,0.02,0.33,0.08,,,,,,,-
1904,Ca09a,33,RGB,,,,,,,,,,,,,0.2,0.07,0.29,0.08,,,,,,,-
1904,Ca09a,39,RGB,,,,,,,,,,,,,,,0.23,0.01,,,,,,,-
1904,Ca09a,42,RGB,,,,,,,,,,,,,0.12,0.15,0.49,0.11,,,,,,,-
1904,Ca09a,75,RGB,,,,,,,,,,,,,-0.37,,,,,,,,,,-
1904,Ca09a,82,RGB,,,,,,,,,,,,,0.02,0.14,0.48,0.09,,,,,,,-
1904,Ca09a,119,RGB,,,,,,,,,,,,,-0.19,0.03,0.76,0.09,,,,,,,-
1904,Ca09a,139,RGB,,,,,,,,,,,,,,,0.44,0.09,,,,,,,-
1904,Ca09a,145,RGB,,,,,,,,,,,,,,,0.74,0.14,,,,,,,-
1904,Ca09a,175,RGB,,,,,,,,,,,,,-0.39,0.04,0.6,0.02,,,,,,,-
1904,Ca09a,189,RGB,,,,,,,,,,,,,,,-0.02,0.13,,,,,,,-
1904,Ca09a,215,RGB,,,,,,,,,,,,,0.21,0.1,0.04,0.08,,,,,,,-
1904,Ca09a,234,RGB,,,,,,,,,,,,,-0.13,,,,,,,,,,-
1904,Ca09a,241,RGB,,,,,,,,,,,,,-0.14,0.01,,,,,,,,,-
1904,Ca09a,248,RGB,,,,,,,,,,,,,0.15,,0.08,0.08,,,,,,,-
1904,Ca09a,278,RGB,,,,,,,,,,,,,0.36,0.05,0.04,0.12,,,,,,,-
1904,Ca09a,292,RGB,,,,,,,,,,,,,-0.28,0.06,0.51,0.12,,,,,,,-
1904,Ca09a,347,RGB,,,,,,,,,,,,,-0.25,,,,,,,,,,-
1904,Ca09a,357,RGB,,,,,,,,,,,,,0.28,0.02,,,,,,,,,-
1904,Ca09a,360,RGB,,,,,,,,,,,,,0.02,0.1,0.35,0.19,,,,,,,-
1904,Ca09a,389,RGB,,,,,,,,,,,,,-0.02,,,,,,,,,,-
1904,Ca09a,392,RGB,,,,,,,,,,,,,0.1,,0.0,0.11,,,,,,,-
1904,Ca09a,405,RGB,,,,,,,,,,,,,,,0.27,0.09,,,,,,,-
1904,Ca09a,411,RGB,,,,,,,,,,,,,0.1,,,,,,,,,,-
1904,Ca09a,421,RGB,,,,,,,,,,,,,0.2,0.06,0.07,0.02,,,,,,,-
1904,Ca09a,426,RGB,,,,,,,,,,,,,0.08,,-0.04,0.02,,,,,,,-
1904,Ca09a,430,RGB,,,,,,,,,,,,,-0.09,,0.72,0.06,,,,,,,-
1904,Ca09a,440,RGB,,,,,,,,,,,,,-0.26,,,,,,,,,,-
1904,Ca09a,452,RGB,,,,,,,,,,,,,0.35,,-0.04,0.22,,,,,,,-
1904,Ca09a,457,RGB,,,,,,,,,,,,,0.14,0.09,,,,,,,,,-
1904,Ca09a,461,RGB,,,,,,,,,,,,,-0.09,,0.47,0.14,,,,,,,-
1904,Ca09a,493,RGB,,,,,,,,,,,,,0.31,,-0.06,0.07,,,,,,,-
1904,Ca09a,535,RGB,,,,,,,,,,,,,0.2,,,,,,,,,,-
1904,Ca09a,537,RGB,,,,,,,,,,,,,0.14,,-0.06,0.04,,,,,,,-
1904,Ca09a,540,RGB,,,,,,,,,,,,,0.17,,,,,,,,,,-
1904,Ca09a,541,RGB,,,,,,,,,,,,,0.13,,,,,,,,,,-
1904,Ca09a,551,RGB,,,,,,,,,,,,,,,0.52,0.22,,,,,,,-
1904,Ca09a,557,RGB,,,,,,,,,,,,,0.3,0.06,,,,,,,,,-
1904,Ca09a,568,RGB,,,,,,,,,,,,,0.17,,-0.07,0.07,,,,,,,-
1904,Ca09a,569,RGB,,,,,,,,,,,,,0.1,,,,,,,,,,-
1904,Ca09a,578,RGB,,,,,,,,,,,,,0.26,0.01,0.29,0.11,,,,,,,-
1904,Ca09a,617,RGB,,,,,,,,,,,,,0.13,,-0.04,0.09,,,,,,,-
1904,Ca09a,619,RGB,,,,,,,,,,,,,,,0.31,0.05,,,,,,,-
1904,Ca09a,627,RGB,,,,,,,,,,,,,,,0.43,0.12,,,,,,,-
1904,Ca09a,660,RGB,,,,,,,,,,,,,-0.08,,,,,,,,,,-
1904,Ca09a,667,RGB,,,,,,,,,,,,,0.33,,,,,,,,,,-
1904,Ca09a,691,RGB,,,,,,,,,,,,,0.11,,,,,,,,,,-
1904,Ca09a,694,RGB,,,,,,,,,,,,,0.13,0.08,,,,,,,,,-
1904,Ca09a,698,RGB,,,,,,,,,,,,,0.08,,,,,,,,,,-
1904,Ca09a,706,RGB,,,,,,,,,,,,,0.27,,,,,,,,,,-
1904,Ca09a,719,RGB,,,,,,,,,,,,,0.09,,,,,,,,,,-
1904,Ca09a,720,RGB,,,,,,,,,,,,,0.05,,,,,,,,,,-
1904,Ca09a,733,RGB,,,,,,,,,,,,,0.07,,,,,,,,,,-
1904,Ca09a,811,RGB,,,,,,,,,,,,,0.18,,,,,,,,,,-
1904,Ca09a,14468,RGB,,,,,,,,,,,,,0.02,,0.44,0.12,,,,,,,-
1904,Ca09a,14523,RGB,,,,,,,,,,,,,,,0.4,0.2,,,,,,,-
1904,Ca09b,191,RGB,,,,,0.27,,,,,,,,0.07,,0.52,0.12,0.29,0.04,,,,,-
1904,Ca09b,97,RGB,,,,,0.33,0.05,,,,,,,0.33,0.04,-0.02,0.11,0.27,0.09,,,,,-
1904,Ca09b,171,RGB,,,,,0.22,,,,,,,,0.17,,0.36,0.06,0.25,0.06,,,,,-
1904,Ca09b,165,RGB,,,,,0.27,,,,,,,,-0.1,,0.71,0.08,0.33,0.06,,,,,-
1904,Ca09b,149,RGB,,,,,0.33,,,,,,,,,,0.71,0.14,0.34,0.06,,,,,-
1904,Ca09b,113,RGB,,,,,0.16,0.05,,,,,,,,,0.55,0.08,0.32,0.06,,,,,-
1904,Ca09b,185,RGB,,,,,0.36,,,,,,,,0.09,,0.6,0.05,0.28,0.09,,,,,-
1904,Ca09b,181,RGB,,,,,0.22,,,,,,,,,,0.63,0.05,0.32,0.05,,,,,-
1904,Ca09b,193,RGB,,,,,0.29,,,,,,,,0.32,0.15,0.15,0.01,0.27,0.14,,,,,-
1904,Ca09b,98,RGB,,,,,0.33,0.13,,,,,,,0.36,0.1,-0.05,0.08,0.26,0.06,,,,,-
1904,Ca09c,-,Avg,,,-1.58,0.25,,,,,,,,,,,,,,,,,,,-
1904,Fr91,160,RGB,,,-1.46,1.0,,,,,,,0.17,,0.35,,0.3,,0.28,,-0.45,,0.08,,-
1904,Fr91,153,RGB,,,,,,,,,,,0.23,,0.3,,0.2,,0.23,,-0.31,,0.23,,-
1904,Fr91,131,RGB,,,,,0.22,,,,,,0.25,,0.11,,0.45,,0.3,,-0.22,,0.3,,-
1904,Fr91,223,RGB,,,,,0.17,,,,,,0.24,,-0.18,,0.25,,0.24,,-0.12,,0.27,,-
1904,Ge97,-,RGB,,,-1.69,1.0,,,,,,,,,,,,,,,,,,,-
1904,GO86,-,CMD,18.0,,,,,,,,,,,,,,,,,,,,,,-
1904,He86,-,CMD,16.0,,,,,,,,,,,,,,,,,,,,,,-
1904,Kr97,-,CMD,17.0,1.0,,,,,,,,,,,,,,,,,,,,,-
2298,AL86,-,CMD,17.0,1.5,,,,,,,,,,,,,,,,,,,,,-
2298,Al90c,-,CMD,15.0,3.0,,,,,,,,,,,,,,,,,,,,,-
2298,Ca09c,-,Avg,,,-1.96,0.25,,,,,,,,,,,,,,,,,,,-
2298,Ch92,-,CMD,14.0,3.0,,,,,,,,,,,,,,,,,,,,,-
2298,CK95,-,CMD,12.9,0.8,,,,,,,,,,,,,,,,,,,,,-
2298,GO86,-,CMD,16.5,,,,,,,,,,,,,,,,,,,,,,-
2298,JH88,-,CMD,14.0,,,,,,,,,,,,,,,,,,,,,,-
2298,MW92,7,RGB,15.5,1.7,-1.91,1.0,,,,,,,0.33,0.21,,,,,0.56,0.06,-0.04,0.18,-0.01,0.26,-
2298,MW92,8,RGB,,,,,0.59,0.2,,,,,0.41,0.18,,,,,0.46,0.16,-0.12,0.08,-0.03,0.07,-
2298,MW92,9,RGB,,,,,,,,,,,0.43,0.24,,,,,0.52,0.13,0.08,0.17,-0.06,0.17,-
2808,Al90b,-,CMD,16.0,2.0,,,,,,,,,,,,,,,,,,,,,-
2808,Br10,1,rMS,,,,,0.4,,-0.3,,0.5,,,,,,-0.3,,,,,,,,-
2808,Br10,2,bMS,,,,,0.1,,-0.7,,2.0,,,,,,0.8,,,,,,,,-
2808,Bu84,-,CMD,16.0,2.0,,,,,,,,,,,,,,,,,,,,,-
2808,Ca03,7536,RGB,,,,,,,,,,,,,,,0.06,0.04,,,,,,,-
2808,Ca03,7558,RGB,,,,,,,,,,,,,,,0.28,0.09,,,,,,,-
2808,Ca03,7788,RGB,,,,,,,,,,,,,,,0.29,0.15,,,,,,,-
2808,Ca03,8603,RGB,,,,,,,,,,,,,,,-0.02,0.13,,,,,,,-
2808,Ca03,8739,RGB,,,,,,,,,,,,,,,0.14,0.15,,,,,,,-
2808,Ca03,8826,RGB,,,,,,,,,,,,,,,0.57,0.16,,,,,,,-
2808,Ca03,9230,RGB,,,,,,,,,,,,,,,0.29,0.02,,,,,,,-
2808,Ca03,10012,RGB,,,,,,,,,,,,,,,0.45,0.04,,,,,,,-
2808,Ca03,10105,RGB,,,,,,,,,,,,,,,0.13,0.01,,,,,,,-
2808,Ca03,10201,RGB,,,,,,,,,,,,,,,0.52,0.08,,,,,,,-
2808,Ca03,10265,RGB,,,,,,,,,,,,,,,0.45,0.04,,,,,,,-
2808,Ca03,10341,RGB,,,,,,,,,,,,,,,0.63,0.04,,,,,,,-
2808,Ca03,10571,RGB,,,,,,,,,,,,,,,0.21,0.08,,,,,,,-
2808,Ca03,13575,RGB,,,,,,,,,,,,,,,-0.1,0.01,,,,,,,-
2808,Ca03,13983,RGB,,,,,,,,,,,,,,,0.42,0.16,,,,,,,-
2808,Ca03,30523,RGB,,,,,,,,,,,,,,,0.37,0.05,,,,,,,-
2808,Ca03,30900,RGB,,,,,,,,,,,,,,,0.34,0.11,,,,,,,-
2808,Ca03,31851,RGB,,,,,,,,,,,,,,,0.89,0.03,,,,,,,-
2808,Ca03,32469,RGB,,,,,,,,,,,,,,,0.65,0.11,,,,,,,-
2808,Ca03,32685,RGB,,,,,,,,,,,,,,,0.47,0.01,,,,,,,-
2808,Ca03,32862,RGB,,,,,,,,,,,,,,,0.3,0.1,,,,,,,-
2808,Ca03,32909,RGB,,,,,,,,,,,,,,,0.44,0.09,,,,,,,-
2808,Ca03,32924,RGB,,,,,,,,,,,,,,,0.7,0.15,,,,,,,-
2808,Ca03,33918,RGB,,,,,,,,,,,,,,,0.27,0.09,,,,,,,-
2808,Ca03,35265,RGB,,,,,,,,,,,,,,,0.21,0.1,,,,,,,-
2808,Ca03,37496,RGB,,,,,,,,,,,,,,,0.42,0.03,,,,,,,-
2808,Ca03,37998,RGB,,,,,,,,,,,,,,,0.34,0.08,,,,,,,-
2808,Ca03,38228,RGB,,,,,,,,,,,,,,,0.52,0.01,,,,,,,-
2808,Ca03,38244,RGB,,,,,,,,,,,,,,,0.36,0.04,,,,,,,-
2808,Ca03,38967,RGB,,,,,,,,,,,,,,,0.53,0.08,,,,,,,-
2808,Ca03,39060,RGB,,,,,,,,,,,,,,,0.41,0.08,,,,,,,-
2808,Ca03,40983,RGB,,,,,,,,,,,,,,,0.49,0.01,,,,,,,-
2808,Ca03,41008,RGB,,,,,,,,,,,,,,,0.8,0.03,,,,,,,-
2808,Ca03,41828,RGB,,,,,,,,,,,,,,,0.3,0.22,,,,,,,-
2808,Ca03,41969,RGB,,,,,,,,,,,,,,,0.26,0.01,,,,,,,-
2808,Ca03,42073,RGB,,,,,,,,,,,,,,,0.2,0.13,,,,,,,-
2808,Ca03,42165,RGB,,,,,,,,,,,,,,,-0.06,0.04,,,,,,,-
2808,Ca03,42789,RGB,,,,,,,,,,,,,,,0.89,0.09,,,,,,,-
2808,Ca03,42886,RGB,,,,,,,,,,,,,,,0.19,0.08,,,,,,,-
2808,Ca03,42996,RGB,,,,,,,,,,,,,,,0.39,0.09,,,,,,,-
2808,Ca03,43041,RGB,,,,,,,,,,,,,,,0.05,0.04,,,,,,,-
2808,Ca03,43247,RGB,,,,,,,,,,,,,,,0.46,0.09,,,,,,,-
2808,Ca03,43794,RGB,,,,,,,,,,,,,,,0.24,0.13,,,,,,,-
2808,Ca03,43822,RGB,,,,,,,,,,,,,,,0.34,0.03,,,,,,,-
2808,Ca03,44665,RGB,,,,,,,,,,,,,,,0.39,0.16,,,,,,,-
2808,Ca03,44984,RGB,,,,,,,,,,,,,,,0.19,0.13,,,,,,,-
2808,Ca03,45443,RGB,,,,,,,,,,,,,,,0.23,0.13,,,,,,,-
2808,Ca03,45840,RGB,,,,,,,,,,,,,,,0.1,0.03,,,,,,,-
2808,Ca03,46041,RGB,,,,,,,,,,,,,,,0.41,0.04,,,,,,,-
2808,Ca03,46367,RGB,,,,,,,,,,,,,,,0.38,0.03,,,,,,,-
2808,Ca03,46663,RGB,,,,,,,,,,,,,,,0.65,0.04,,,,,,,-
2808,Ca03,46868,RGB,,,,,,,,,,,,,,,0.22,0.02,,,,,,,-
2808,Ca03,47145,RGB,,,,,,,,,,,,,,,0.29,0.05,,,,,,,-
2808,Ca03,47421,RGB,,,,,,,,,,,,,,,0.43,0.11,,,,,,,-
2808,Ca03,48011,RGB,,,,,,,,,,,,,,,0.83,0.01,,,,,,,-
2808,Ca03,48060,RGB,,,,,,,,,,,,,,,-0.05,0.04,,,,,,,-
2808,Ca03,48128,RGB,,,,,,,,,,,,,,,0.68,0.08,,,,,,,-
2808,Ca03,49509,RGB,,,,,,,,,,,,,,,0.37,0.08,,,,,,,-
2808,Ca03,49680,RGB,,,,,,,,,,,,,,,-0.07,0.05,,,,,,,-
2808,Ca03,49743,RGB,,,,,,,,,,,,,,,0.6,0.06,,,,,,,-
2808,Ca03,49942,RGB,,,,,,,,,,,,,,,0.13,0.02,,,,,,,-
2808,Ca03,50371,RGB,,,,,,,,,,,,,,,0.04,0.07,,,,,,,-
2808,Ca03,50861,RGB,,,,,,,,,,,,,,,0.41,0.06,,,,,,,-
2808,Ca03,50866,RGB,,,,,,,,,,,,,,,0.58,0.09,,,,,,,-
2808,Ca03,50910,RGB,,,,,,,,,,,,,,,0.4,0.02,,,,,,,-
2808,Ca03,51416,RGB,,,,,,,,,,,,,,,0.54,0.09,,,,,,,-
2808,Ca03,51515,RGB,,,,,,,,,,,,,,,0.28,0.06,,,,,,,-
2808,Ca03,51646,RGB,,,,,,,,,,,,,,,0.98,0.08,,,,,,,-
2808,Ca03,51871,RGB,,,,,,,,,,,,,,,0.27,0.1,,,,,,,-
2808,Ca03,51963,RGB,,,,,,,,,,,,,,,0.28,0.04,,,,,,,-
2808,Ca03,52006,RGB,,,,,,,,,,,,,,,0.81,0.09,,,,,,,-
2808,Ca03,54264,RGB,,,,,,,,,,,,,,,0.27,0.09,,,,,,,-
2808,Ca03,54284,RGB,,,,,,,,,,,,,,,0.34,0.11,,,,,,,-
2808,Ca03,54733,RGB,,,,,,,,,,,,,,,0.48,0.05,,,,,,,-
2808,Ca03,54789,RGB,,,,,,,,,,,,,,,0.87,0.01,,,,,,,-
2808,Ca03,55031,RGB,,,,,,,,,,,,,,,-0.05,0.05,,,,,,,-
2808,Ca03,55437,RGB,,,,,,,,,,,,,,,0.45,0.05,,,,,,,-
2808,Ca03,55609,RGB,,,,,,,,,,,,,,,0.41,0.04,,,,,,,-
2808,Ca03,55627,RGB,,,,,,,,,,,,,,,0.71,0.13,,,,,,,-
2808,Ca03,56136,RGB,,,,,,,,,,,,,,,0.09,0.09,,,,,,,-
2808,Ca03,56710,RGB,,,,,,,,,,,,,,,0.16,0.09,,,,,,,-
2808,Car04b/Ca06a,10201,RGB,,,,,0.29,0.19,,,,,0.25,0.2,-0.05,,0.23,0.06,0.39,0.11,-0.11,0.23,0.2,0.21,-
2808,Car04b/Ca06a,13983,RGB,,,,,0.24,0.09,,,,,0.28,0.15,-0.54,,0.45,0.12,0.39,0.08,0.05,0.09,0.32,0.19,-
2808,Car04b/Ca06a,32685,RGB,,,,,0.47,,,,,,0.36,0.17,,,0.48,0.1,0.36,0.08,0.08,0.17,0.31,0.2,-
2808,Car04b/Ca06a,34013,RGB,,,,,,,,,,,,,,,,,,,,,,,-
2808,Car04b/Ca06a,37872,RGB,,,,,0.21,0.26,,,,,0.33,0.12,-0.34,,0.44,0.07,0.39,0.11,0.04,0.18,0.24,0.08,-
2808,Car04b/Ca06a,42886,RGB,,,,,0.4,0.24,,,,,0.31,0.2,,,-0.17,0.13,0.32,0.33,0.12,0.2,0.39,0.23,-
2808,Car04b/Ca06a,43217,RGB,,,,,0.44,0.15,,,,,0.32,0.22,,,-0.31,,0.12,,0.12,0.11,0.35,0.21,-
2808,Car04b/Ca06a,46099,RGB,,,,,0.4,0.28,,,,,0.33,0.12,0.25,,0.17,0.03,0.29,0.08,-0.02,0.17,0.36,0.16,-
2808,Car04b/Ca06a,46422,RGB,,,,,0.48,0.09,,,,,0.33,0.19,0.23,,0.12,0.11,0.35,0.1,0.06,0.15,0.3,0.18,-
2808,Car04b/Ca06a,46580,RGB,,,,,0.33,0.12,,,,,0.32,0.1,0.1,,0.33,0.05,0.27,0.07,0.08,0.18,0.36,0.18,-
2808,Car04b/Ca06a,47606,RGB,,,,,0.19,0.05,,,,,0.31,0.12,0.2,,0.09,0.05,0.42,0.09,0.1,0.14,0.28,0.13,-
2808,Car04b/Ca06a,48609,RGB,,,,,0.51,0.26,,,,,0.31,0.15,0.2,,0.07,0.09,0.42,0.18,-0.02,0.18,0.36,0.11,-
2808,Car04b/Ca06a,48889,RGB,,,,,0.32,0.19,,,,,0.42,0.16,-0.07,,0.64,0.13,0.51,0.15,0.05,0.09,0.41,0.14,-
2808,Car04b/Ca06a,50119,RGB,,,,,-0.23,0.12,,,,,0.38,0.17,,,0.53,0.03,0.4,0.12,-0.05,0.07,0.2,0.14,-
2808,Car04b/Ca06a,50761,RGB,,,,,0.33,0.22,,,,,0.18,0.14,-0.29,,0.15,0.12,0.4,0.06,0.0,0.17,0.28,0.23,-
2808,Car04b/Ca06a,51454,RGB,,,,,0.4,0.07,,,,,0.38,0.14,0.13,,0.21,0.07,0.41,0.11,0.13,0.08,0.37,0.14,-
2808,Car04b/Ca06a,51499,RGB,,,,,0.46,0.2,,,,,0.31,0.1,0.29,,0.17,0.1,0.37,0.11,-0.03,0.09,0.36,0.19,-
