0.0000, 0.9, 0.0, 0.798, 1, 1, 6.989600e-02
0.0000, 1.0, 0.0, 0.843, 1, 1, 1.035700e-01
0.0000, 1.2, 0.0, 0.902, 1, 1, 2.293900e-01
0.0000, 1.5, 0.0, 0.962, 1, 1, 3.552100e-01
0.0000, 1.8, 0.0, 1.021, 1, 1, 4.810400e-01
0.0000, 1.9, 0.0, 1.056, 1, 1, 5.565300e-01
0.0000, 2.0, 0.0, 1.080, 1, 1, 6.068500e-01
0.0000, 2.2, 0.0, 1.085, 1, 1, 7.453000e-01
0.0000, 2.5, 0.0, 1.090, 1, 1, 8.740800e-01
0.0000, 3.0, 0.0, 1.101, 1, 1, 1.102700e+00
0.0000, 3.5, 0.0, 1.103, 1, 1, 0.000000e+00
0.0000, 4.0, 0.0, 1.105, 1, 1, 0.000000e+00
0.0000, 4.5, 0.0, 1.107, 1, 1, 0.000000e+00
0.0000, 5.0, 0.0, 1.109, 1, 1, 0.000000e+00
0.0000, 5.5, 0.0, 1.110, 1, 1, 0.000000e+00
0.0000, 6.0, 0.0, 1.112, 1, 1, 0.000000e+00
0.0000, 6.5, 0.0, 1.114, 1, 1, 0.000000e+00
0.0000, 7.0, 0.0, 1.116, 1, 1, 0.000000e+00
0.0000, 8.0, 0.0, 1.120, 1, 1, 0.000000e+00
0.0000, 10.0, 0.0, 1.150, 1, 1, 0.000000e+00
0.0000, 11.0, 1.0, 1.500, 1, 1, 5.804200e+00
0.0000, 13.0, 1.0, 1.570, 1, 1, 6.594800e+00
0.0000, 15.0, 1.0, 1.480, 1, 1, 7.579100e+00
0.0000, 18.0, 1.0, 1.650, 1, 1, 8.431100e+00
0.0000, 20.0, 1.0, 1.660, 1, 1, 8.774200e+00
0.0000, 25.0, 1.0, 1.920, 1, 1, 1.063900e+01
0.0000, 30.0, 1.0, 2.070, 1, 1, 1.169300e+01
0.0000, 40.0, 1.0, 2.890, 1, 1, 1.402800e+01
0.0000, 100.0, 1.0, 10.430, 1, 1, 2.680700e+01
0.0000, 140.0, 1.0, 13.199, 1, 1, 3.150000e+01
