# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Jul  9 20:54:27 CEST 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
9.8116e-05 -2.19174 10.00000 0.8443756700 2.4333107471    0.844  3.125  3.6601  0.832    7 -3.041 -0.271 -2.007 -2.989 -3.313 -3.472 -3.528
9.8116e-05 -2.19174 10.00000 0.8443758488 2.4333107471    0.844  3.133  3.6596  0.821    7 -3.063 -0.260 -2.016 -3.009 -3.335 -3.495 -3.552
9.8116e-05 -2.19174 10.00000 0.8443760276 2.4333107471    0.844  3.142  3.6590  0.810    7 -3.086 -0.248 -2.025 -3.029 -3.358 -3.520 -3.577
9.8116e-05 -2.19174 10.00000 0.8443762064 2.4333109856    0.844  3.153  3.6583  0.797    7 -3.113 -0.232 -2.036 -3.053 -3.385 -3.549 -3.606
9.8116e-05 -2.19174 10.00000 0.8443765640 2.4333109856    0.844  3.167  3.6575  0.779    7 -3.147 -0.225 -2.053 -3.084 -3.420 -3.585 -3.643
9.8116e-05 -2.19174 10.00000 0.8443771005 2.4333112240    0.844  3.210  3.6547  0.725    7 -3.256 -0.225 -2.111 -3.180 -3.527 -3.698 -3.758
9.8116e-05 -2.19174 10.00000 0.8443776965 2.4333114624    0.844  3.252  3.6520  0.673    7 -3.360 -0.223 -2.166 -3.270 -3.629 -3.805 -3.868
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00015547 -2.00000 9.00000 0.0936335474 1.1156111956    0.094 -3.027  3.5161  5.453    0 12.338 17.233 14.929 13.128 12.069 11.690 11.586
0.00015547 -2.00000 9.00000 0.0982779637 1.1565585136    0.098 -2.907  3.5327  5.420    0 12.038 16.724 14.374 12.662 11.778 11.432 11.329
0.00015547 -2.00000 9.00000 0.0992222056 1.1645761728    0.099 -2.883  3.5363  5.414    0 11.977 16.602 14.258 12.567 11.719 11.380 11.276
0.00015547 -2.00000 9.00000 0.1024727523 1.1914362907    0.102 -2.790  3.5492  5.387    0 11.746 16.133 13.831 12.221 11.492 11.177 11.076
0.00015547 -2.00000 9.00000 0.1035686582 1.2002434731    0.103 -2.760  3.5536  5.378    0 11.669 15.966 13.691 12.109 11.416 11.108 11.008
0.00015547 -2.00000 9.00000 0.1037109271 1.2013779879    0.103 -2.757  3.5538  5.377    0 11.664 15.957 13.683 12.102 11.410 11.103 11.003
0.00015547 -2.00000 9.00000 0.1234388798 1.3415665627    0.123 -2.485  3.5815  5.292    1 10.983 14.659 12.622 11.250 10.732 10.469 10.378
0.00015547 -2.00000 9.00000 0.1433091164 1.4560320377    0.143 -2.315  3.5949  5.240    1 10.557 13.932 12.033 10.772 10.305 10.062 9.978
0.00015547 -2.00000 9.00000 0.1480150372 1.4801427126    0.148 -2.283  3.5971  5.231    1 10.478 13.806 11.928 10.684 10.225 9.985 9.902
0.00015547 -2.00000 9.00000 0.1631793380 1.5515257120    0.163 -2.187  3.6037  5.203    0 10.237 13.430 11.614 10.422 9.982 9.752 9.672
0.00015547 -2.00000 9.00000 0.2029198259 1.7036917210    0.203 -1.989  3.6158  5.149    1 9.743 12.700 10.992 9.890 9.484 9.272 9.198
0.00015547 -2.00000 9.00000 0.2525954247 1.8468697071    0.252 -1.800  3.6267  5.099    1 9.270 12.026 10.410 9.384 9.006 8.811 8.743
0.00015547 -2.00000 9.00000 0.3022710085 1.9574397802    0.302 -1.646  3.6355  5.058    1 8.885 11.487 9.942 8.974 8.618 8.435 8.372
0.00015547 -2.00000 9.00000 0.3519465625 2.0465965271    0.352 -1.513  3.6432  5.022    1 8.553 11.025 9.541 8.621 8.283 8.111 8.052
0.00015547 -2.00000 9.00000 0.3677437901 2.0715765953    0.368 -1.470  3.6459  5.009    1 8.444 10.873 9.410 8.505 8.174 8.005 7.948
0.00015547 -2.00000 9.00000 0.4016221464 2.1207315922    0.401 -1.380  3.6512  4.979    0 8.220 10.563 9.142 8.268 7.949 7.788 7.733
0.00015547 -2.00000 9.00000 0.4031157494 2.1227736473    0.403 -1.376  3.6516  4.977    0 8.209 10.546 9.128 8.257 7.938 7.777 7.723
0.00015547 -2.00000 9.00000 0.4512977004 2.1838121414    0.451 -1.241  3.6639  4.941    1 7.873 10.018 8.698 7.893 7.601 7.457 7.410
0.00015547 -2.00000 9.00000 0.5009732842 2.2384552956    0.501 -1.088  3.6794  4.896    1 7.491 9.396 8.206 7.481 7.221 7.098 7.058
0.00015547 -2.00000 9.00000 0.5506489277 2.2841949463    0.550 -0.928  3.6957  4.841    1 7.089 8.764 7.707 7.057 6.828 6.725 6.694
0.00015547 -2.00000 9.00000 0.6003244519 2.3213412762    0.600 -0.763  3.7156  4.794    1 6.679 8.103 7.197 6.631 6.437 6.358 6.337
0.00015547 -2.00000 9.00000 0.6499999762 2.3520355225    0.650 -0.603  3.7370  4.754    1 6.279 7.478 6.710 6.227 6.069 6.014 6.003
0.00015547 -2.00000 9.00000 0.6999999881 2.3779268265    0.700 -0.449  3.7593  4.721    1 5.892 6.902 6.251 5.852 5.731 5.700 5.699
0.00015547 -2.00000 9.00000 0.7307137251 2.3918268681    0.731 -0.358  3.7725  4.702    1 5.666 6.589 5.993 5.640 5.540 5.522 5.525
0.00015547 -2.00000 9.00000 0.7500000000 2.3998889923    0.750 -0.303  3.7805  4.690    1 5.528 6.406 5.838 5.513 5.424 5.413 5.420
0.00015547 -2.00000 9.00000 0.7609163523 2.4042446613    0.761 -0.273  3.7843  4.682    1 5.453 6.311 5.755 5.442 5.360 5.353 5.361
0.00015547 -2.00000 9.00000 0.8000000119 2.4187245369    0.800 -0.168  3.7975  4.651    1 5.190 5.986 5.464 5.197 5.136 5.142 5.154
0.00015547 -2.00000 9.00000 0.8500000238 2.4350347519    0.850 -0.039  3.8139  4.614    1 4.868 5.605 5.109 4.897 4.860 4.882 4.900
0.00015547 -2.00000 9.00000 0.8649595380 2.4394950867    0.864 -0.002  3.8187  4.604    1 4.776 5.498 5.007 4.808 4.779 4.806 4.825
0.00015547 -2.00000 9.00000 0.8999999762 2.4492788315    0.899  0.082  3.8297  4.580    1 4.564 5.256 4.772 4.606 4.594 4.631 4.654
0.00015547 -2.00000 9.00000 0.9120565057 2.4524457455    0.912  0.111  3.8336  4.573    1 4.493 5.176 4.693 4.539 4.533 4.574 4.597
0.00015547 -2.00000 9.00000 0.9500000477 2.4618122578    0.950  0.197  3.8457  4.553    1 4.276 4.932 4.450 4.332 4.345 4.397 4.424
0.00015547 -2.00000 9.00000 0.9686281681 2.4661030769    0.968  0.239  3.8520  4.546    1 4.174 4.817 4.334 4.234 4.257 4.316 4.344
0.00015547 -2.00000 9.00000 1.0000000000 2.4729156494    1.000  0.307  3.8624  4.533    1 4.004 4.628 4.141 4.073 4.113 4.182 4.212
0.00015547 -2.00000 9.00000 1.0223207474 2.4774708748    1.022  0.353  3.8709  4.530    1 3.887 4.497 4.005 3.963 4.018 4.094 4.125
0.00015547 -2.00000 9.00000 1.0499999523 2.4828116894    1.050  0.411  3.8813  4.526    1 3.744 4.339 3.840 3.830 3.903 3.988 4.020
0.00015547 -2.00000 9.00000 1.0741487741 2.4872136116    1.074  0.459  3.8914  4.528    1 3.624 4.206 3.700 3.721 3.812 3.904 3.938
0.00015547 -2.00000 9.00000 1.1000000238 2.4916803837    1.099  0.509  3.9021  4.530    1 3.497 4.067 3.555 3.608 3.718 3.818 3.852
0.00015547 -2.00000 9.00000 1.1195069551 2.4948942661    1.119  0.547  3.9100  4.532    1 3.404 3.966 3.450 3.527 3.651 3.756 3.791
0.00015547 -2.00000 9.00000 1.1499999762 2.4996678829    1.149  0.604  3.9222  4.535    1 3.261 3.816 3.293 3.408 3.553 3.664 3.700
0.00015547 -2.00000 9.00000 1.1567277908 2.5006823540    1.156  0.616  3.9248  4.536    1 3.230 3.784 3.261 3.384 3.532 3.645 3.681
0.00015547 -2.00000 9.00000 1.2000000477 2.5068950653    1.200  0.695  3.9410  4.538    1 3.033 3.590 3.067 3.238 3.410 3.529 3.566
0.00015547 -2.00000 9.00000 1.2227902412 2.5099644661    1.222  0.735  3.9493  4.539    1 2.932 3.494 2.975 3.167 3.350 3.472 3.510
0.00015547 -2.00000 9.00000 1.2500000000 2.5134611130    1.250  0.783  3.9591  4.540    1 2.812 3.379 2.871 3.086 3.279 3.405 3.445
0.00015547 -2.00000 9.00000 1.2999999523 2.5194499493    1.300  0.870  3.9764  4.539    1 2.594 3.174 2.696 2.942 3.153 3.286 3.329
0.00015547 -2.00000 9.00000 1.3300616741 2.5228023529    1.330  0.923  3.9865  4.537    1 2.462 3.052 2.596 2.858 3.077 3.214 3.258
0.00015547 -2.00000 9.00000 1.3500000238 2.5249314308    1.350  0.958  3.9932  4.535    1 2.375 2.972 2.532 2.803 3.028 3.166 3.212
0.00015547 -2.00000 9.00000 1.3684988022 2.5268430710    1.369  0.990  3.9993  4.533    1 2.294 2.899 2.474 2.753 2.982 3.122 3.170
0.00015547 -2.00000 9.00000 1.3999999762 2.5299651623    1.400  1.045  4.0096  4.529    1 2.157 2.776 2.378 2.669 2.905 3.048 3.099
0.00015547 -2.00000 9.00000 1.4246202707 2.5322949886    1.425  1.089  4.0175  4.525    1 2.048 2.682 2.305 2.604 2.844 2.990 3.043
0.00015547 -2.00000 9.00000 1.4500000477 2.5346016884    1.450  1.134  4.0258  4.520    1 1.934 2.584 2.229 2.536 2.780 2.928 2.984
0.00015547 -2.00000 9.00000 1.4513801336 2.5347244740    1.452  1.137  4.0262  4.520    1 1.928 2.579 2.225 2.532 2.776 2.925 2.981
0.00015547 -2.00000 9.00000 1.4758640528 2.5368587971    1.476  1.181  4.0341  4.514    1 1.817 2.485 2.151 2.465 2.713 2.864 2.923
0.00015547 -2.00000 9.00000 1.4982851744 2.5387430191    1.498  1.222  4.0411  4.508    1 1.714 2.398 2.082 2.402 2.653 2.807 2.867
0.00015547 -2.00000 9.00000 1.5000000000 2.5388846397    1.500  1.225  4.0416  4.507    1 1.706 2.392 2.076 2.397 2.649 2.802 2.863
0.00015547 -2.00000 9.00000 1.5107637644 2.5397639275    1.511  1.245  4.0448  4.504    1 1.658 2.351 2.044 2.367 2.619 2.774 2.835
0.00015547 -2.00000 9.00000 1.5365757942 2.5418155193    1.537  1.293  4.0516  4.490    1 1.539 2.249 1.958 2.287 2.542 2.699 2.762
0.00015547 -2.00000 9.00000 1.5499999523 2.5428512096    1.550  1.317  4.0545  4.481    1 1.476 2.194 1.911 2.242 2.498 2.656 2.720
0.00015547 -2.00000 9.00000 1.5609369278 2.5436799526    1.561  1.337  4.0567  4.473    1 1.426 2.150 1.872 2.204 2.462 2.620 2.685
0.00015547 -2.00000 9.00000 1.5839605331 2.5453817844    1.584  1.379  4.0602  4.451    1 1.322 2.053 1.785 2.120 2.379 2.538 2.604
0.00015547 -2.00000 9.00000 1.6000000238 2.5465342999    1.600  1.409  4.0616  4.431    1 1.248 1.981 1.718 2.054 2.313 2.472 2.539
0.00015547 -2.00000 9.00000 1.6136955023 2.5474972725    1.613  1.434  4.0622  4.412    1 1.184 1.917 1.658 1.995 2.254 2.413 2.480
0.00015547 -2.00000 9.00000 1.6332690716 2.5488414764    1.633  1.471  4.0620  4.380    1 1.092 1.821 1.565 1.902 2.161 2.319 2.387
0.00015547 -2.00000 9.00000 1.6499998569 2.5499615669    1.649  1.503  4.0609  4.348    1 1.013 1.734 1.479 1.816 2.075 2.231 2.299
0.00015547 -2.00000 9.00000 1.6505631208 2.5499987602    1.650  1.504  4.0608  4.347    1 1.010 1.731 1.477 1.813 2.072 2.228 2.296
0.00015547 -2.00000 9.00000 1.6724647284 2.5514249802    1.672  1.547  4.0571  4.294    1 0.902 1.605 1.349 1.683 1.941 2.094 2.162
0.00015547 -2.00000 9.00000 1.6950000525 2.5528483391    1.694  1.594  4.0516  4.231    1 0.785 1.463 1.204 1.535 1.791 1.940 2.007
0.00015547 -2.00000 9.00000 1.7000000477 2.5531582832    1.699  1.606  4.0502  4.216    1 0.756 1.428 1.168 1.499 1.755 1.902 1.969
0.00015547 -2.00000 9.00000 1.7131979465 2.5539662838    1.712  1.636  4.0465  4.174    1 0.681 1.337 1.074 1.402 1.657 1.801 1.868
0.00015547 -2.00000 9.00000 1.7172740698 2.5542130470    1.716  1.646  4.0460  4.163    1 0.655 1.308 1.046 1.374 1.629 1.773 1.839
0.00015547 -2.00000 9.00000 1.7205516100 2.5544102192    1.720  1.657  4.0493  4.166    1 0.627 1.291 1.034 1.365 1.621 1.766 1.833
0.00015547 -2.00000 9.00000 1.7262816429 2.5547533035    1.725  1.681  4.0595  4.184    1 0.567 1.265 1.027 1.364 1.623 1.774 1.843
0.00015547 -2.00000 9.00000 1.7276464701 2.5548346043    1.727  1.697  4.0700  4.211    1 0.528 1.264 1.042 1.385 1.648 1.805 1.877
0.00015547 -2.00000 9.00000 1.7282346487 2.5548696518    1.727  1.715  4.0808  4.235    1 0.481 1.258 1.052 1.401 1.668 1.830 1.904
0.00015547 -2.00000 9.00000 1.7285594940 2.5548889637    1.728  1.738  4.0904  4.252    1 0.426 1.239 1.048 1.402 1.672 1.839 1.915
0.00015547 -2.00000 9.00000 1.7286115885 2.5548920631    1.728  1.742  4.0919  4.254    1 0.416 1.235 1.046 1.401 1.671 1.839 1.916
0.00015547 -2.00000 9.00000 1.7286696434 2.5548954010    1.728  1.737  4.0887  4.245    1 0.428 1.233 1.040 1.393 1.663 1.829 1.905
0.00015547 -2.00000 9.00000 1.7287799120 2.5549020767    1.728  1.730  4.0809  4.221    2 0.444 1.219 1.016 1.365 1.631 1.793 1.868
0.00015547 -2.00000 9.00000 1.7289237976 2.5549106598    1.728  1.742  4.0710  4.169    2 0.415 1.149 0.933 1.277 1.541 1.696 1.769
0.00015547 -2.00000 9.00000 1.7291420698 2.5549235344    1.728  1.764  4.0607  4.107    2 0.361 1.053 0.826 1.164 1.424 1.573 1.644
0.00015547 -2.00000 9.00000 1.7294627428 2.5549426079    1.728  1.781  4.0500  4.046    2 0.317 0.968 0.728 1.060 1.316 1.458 1.527
0.00015547 -2.00000 9.00000 1.7298977375 2.5549683571    1.729  1.794  4.0391  3.991    2 0.286 0.897 0.642 0.968 1.220 1.355 1.422
0.00015547 -2.00000 9.00000 1.7304416895 2.5550007820    1.729  1.803  4.0279  3.936    2 0.261 0.835 0.562 0.881 1.129 1.257 1.321
0.00015547 -2.00000 9.00000 1.7310460806 2.5550365448    1.730  1.812  4.0163  3.881    2 0.240 0.778 0.485 0.796 1.039 1.160 1.222
0.00015547 -2.00000 9.00000 1.7316448689 2.5550720692    1.731  1.820  4.0043  3.826    2 0.221 0.726 0.412 0.713 0.951 1.065 1.123
0.00015547 -2.00000 9.00000 1.7321920395 2.5551042557    1.731  1.826  3.9920  3.770    2 0.205 0.680 0.343 0.634 0.865 0.972 1.028
0.00015547 -2.00000 9.00000 1.7326716185 2.5551326275    1.732  1.831  3.9797  3.716    2 0.191 0.642 0.281 0.559 0.784 0.883 0.935
0.00015547 -2.00000 9.00000 1.7330855131 2.5551571846    1.732  1.836  3.9672  3.662    2 0.180 0.614 0.226 0.491 0.707 0.799 0.848
0.00015547 -2.00000 9.00000 1.7334431410 2.5551784039    1.732  1.839  3.9548  3.608    2 0.172 0.593 0.181 0.428 0.634 0.720 0.766
0.00015547 -2.00000 9.00000 1.7337548733 2.5551967621    1.733  1.842  3.9423  3.556    2 0.165 0.580 0.144 0.372 0.566 0.646 0.688
0.00015547 -2.00000 9.00000 1.7340284586 2.5552129745    1.733  1.844  3.9299  3.504    2 0.160 0.575 0.118 0.323 0.503 0.577 0.617
0.00015547 -2.00000 9.00000 1.7342718840 2.5552272797    1.733  1.845  3.9175  3.453    2 0.157 0.579 0.105 0.281 0.445 0.515 0.552
0.00015547 -2.00000 9.00000 1.7344906330 2.5552401543    1.733  1.846  3.9051  3.403    2 0.154 0.588 0.104 0.245 0.391 0.456 0.491
0.00015547 -2.00000 9.00000 1.7346886396 2.5552518368    1.734  1.847  3.8928  3.353    2 0.153 0.605 0.112 0.214 0.342 0.402 0.434
0.00015547 -2.00000 9.00000 1.7348693609 2.5552625656    1.734  1.847  3.8805  3.304    2 0.153 0.629 0.132 0.192 0.298 0.354 0.384
0.00015547 -2.00000 9.00000 1.7350350618 2.5552723408    1.734  1.846  3.8682  3.255    2 0.154 0.658 0.157 0.176 0.260 0.310 0.338
0.00015547 -2.00000 9.00000 1.7351876497 2.5552811623    1.734  1.846  3.8559  3.207    2 0.156 0.691 0.187 0.165 0.226 0.270 0.296
0.00015547 -2.00000 9.00000 1.7353291512 2.5552895069    1.734  1.845  3.8436  3.159    2 0.158 0.729 0.220 0.157 0.195 0.233 0.256
0.00015547 -2.00000 9.00000 1.7354611158 2.5552973747    1.734  1.843  3.8314  3.112    2 0.162 0.770 0.255 0.152 0.168 0.198 0.218
0.00015547 -2.00000 9.00000 1.7355855703 2.5553047657    1.735  1.842  3.8194  3.065    2 0.166 0.816 0.293 0.150 0.144 0.166 0.182
0.00015547 -2.00000 9.00000 1.7357101440 2.5553119183    1.735  1.839  3.8075  3.020    2 0.172 0.869 0.335 0.150 0.124 0.136 0.149
0.00015547 -2.00000 9.00000 1.7358524799 2.5553205013    1.735  1.836  3.7955  2.975    2 0.180 0.930 0.382 0.155 0.109 0.110 0.119
0.00015547 -2.00000 9.00000 1.7360371351 2.5553312302    1.735  1.830  3.7833  2.932    2 0.195 1.005 0.438 0.168 0.100 0.091 0.095
0.00015547 -2.00000 9.00000 1.7362747192 2.5553452969    1.735  1.819  3.7712  2.895    2 0.222 1.100 0.506 0.194 0.105 0.084 0.084
0.00015547 -2.00000 9.00000 1.7365622520 2.5553622246    1.735  1.801  3.7598  2.867    2 0.267 1.213 0.591 0.238 0.129 0.097 0.093
0.00015547 -2.00000 9.00000 1.7367099524 2.5553708076    1.736  1.791  3.7548  2.857    2 0.291 1.272 0.635 0.263 0.146 0.108 0.102
0.00015547 -2.00000 9.00000 1.7367670536 2.5553741455    1.736  1.789  3.7532  2.853    3 0.297 1.289 0.646 0.268 0.149 0.110 0.102
0.00015547 -2.00000 9.00000 1.7370519638 2.5553910732    1.736  1.793  3.7470  2.825    3 0.287 1.322 0.659 0.259 0.129 0.083 0.074
0.00015547 -2.00000 9.00000 1.7374484539 2.5554141998    1.736  1.810  3.7402  2.781    3 0.246 1.331 0.643 0.218 0.076 0.023 0.011
0.00015547 -2.00000 9.00000 1.7378423214 2.5554373264    1.737  1.842  3.7367  2.735    3 0.166 1.280 0.577 0.139 -0.009 -0.066 -0.080
0.00015547 -2.00000 9.00000 1.7382333279 2.5554604530    1.737  1.874  3.7342  2.692    3 0.084 1.217 0.504 0.057 -0.094 -0.154 -0.169
0.00015547 -2.00000 9.00000 1.7386218309 2.5554831028    1.738  1.907  3.7321  2.652    3 0.003 1.152 0.430 -0.023 -0.178 -0.240 -0.257
0.00015547 -2.00000 9.00000 1.7390625477 2.5555090904    1.738  1.944  3.7302  2.607    3 -0.090 1.075 0.345 -0.115 -0.273 -0.337 -0.355
0.00015547 -2.00000 9.00000 1.7394452095 2.5555315018    1.738  1.976  3.7286  2.569    3 -0.169 1.009 0.272 -0.193 -0.354 -0.420 -0.438
0.00015547 -2.00000 9.00000 1.7395043373 2.5555348396    1.738  1.980  3.7284  2.564    3 -0.181 0.998 0.261 -0.205 -0.366 -0.432 -0.450
0.00015547 -2.00000 9.00000 1.7396223545 2.5555417538    1.739  1.990  3.7280  2.552    3 -0.205 0.978 0.238 -0.229 -0.391 -0.457 -0.475
0.00015547 -2.00000 9.00000 1.7397458553 2.5555491447    1.739  2.000  3.7276  2.541    3 -0.230 0.957 0.215 -0.254 -0.416 -0.483 -0.501
0.00015547 -2.00000 9.00000 1.7401765585 2.5555741787    1.739  2.034  3.7261  2.500    3 -0.316 0.883 0.134 -0.339 -0.504 -0.573 -0.592
0.00015547 -2.00000 9.00000 1.7407141924 2.5556056499    1.740  2.076  3.7243  2.451    3 -0.421 0.794 0.036 -0.444 -0.612 -0.683 -0.703
0.00015547 -2.00000 9.00000 1.7412678003 2.5556380749    1.740  2.119  3.7225  2.402    3 -0.527 0.705 -0.064 -0.550 -0.720 -0.793 -0.814
0.00015547 -2.00000 9.00000 1.7417305708 2.5556652546    1.741  2.154  3.7211  2.361    3 -0.614 0.631 -0.145 -0.637 -0.810 -0.884 -0.906
0.00015547 -2.00000 9.00000 1.7421737909 2.5556910038    1.741  2.187  3.7197  2.323    3 -0.697 0.562 -0.222 -0.719 -0.894 -0.970 -0.992
0.00015547 -2.00000 9.00000 1.7427017689 2.5557217598    1.742  2.226  3.7181  2.278    3 -0.794 0.482 -0.313 -0.816 -0.993 -1.071 -1.094
0.00015547 -2.00000 9.00000 1.7431209087 2.5557463169    1.742  2.256  3.7168  2.242    3 -0.871 0.419 -0.384 -0.892 -1.072 -1.151 -1.175
0.00015547 -2.00000 9.00000 1.7435441017 2.5557708740    1.742  2.287  3.7155  2.206    3 -0.948 0.356 -0.455 -0.968 -1.150 -1.231 -1.256
0.00015547 -2.00000 9.00000 1.7440181971 2.5557985306    1.743  2.320  3.7140  2.168    3 -1.029 0.290 -0.530 -1.049 -1.234 -1.316 -1.341
0.00015547 -2.00000 9.00000 1.7440913916 2.5558028221    1.743  2.324  3.7138  2.162    3 -1.041 0.280 -0.541 -1.061 -1.246 -1.328 -1.353
0.00015547 -2.00000 9.00000 1.7442321777 2.5558111668    1.743  2.105  3.7244  2.424    4 -0.492 0.723 -0.036 -0.515 -0.682 -0.753 -0.773
0.00015547 -2.00000 9.00000 1.7442528009 2.5558123589    1.743  2.096  3.7249  2.435    4 -0.469 0.741 -0.015 -0.493 -0.659 -0.729 -0.749
0.00015547 -2.00000 9.00000 1.7442623377 2.5558128357    1.743  2.091  3.7251  2.441    4 -0.458 0.750 -0.005 -0.482 -0.648 -0.718 -0.737
0.00015547 -2.00000 9.00000 1.7442747355 2.5558135509    1.743  2.086  3.7254  2.447    4 -0.444 0.761 0.008 -0.468 -0.633 -0.703 -0.722
0.00015547 -2.00000 9.00000 1.7442891598 2.5558142662    1.743  2.080  3.7257  2.455    4 -0.429 0.773 0.022 -0.452 -0.618 -0.687 -0.706
0.00015547 -2.00000 9.00000 1.7443054914 2.5558152199    1.743  2.073  3.7261  2.463    4 -0.412 0.787 0.037 -0.436 -0.601 -0.670 -0.689
0.00015547 -2.00000 9.00000 1.7443261147 2.5558166504    1.743  2.064  3.7265  2.473    4 -0.390 0.804 0.057 -0.414 -0.578 -0.646 -0.665
0.00015547 -2.00000 9.00000 1.7443511486 2.5558180809    1.743  2.055  3.7270  2.484    4 -0.367 0.824 0.079 -0.391 -0.554 -0.622 -0.640
0.00015547 -2.00000 9.00000 1.7443823814 2.5558197498    1.743  2.044  3.7275  2.498    4 -0.339 0.846 0.105 -0.363 -0.525 -0.592 -0.611
0.00015547 -2.00000 9.00000 1.7444276810 2.5558223724    1.743  2.031  3.7281  2.513    4 -0.306 0.874 0.135 -0.331 -0.492 -0.558 -0.576
0.00015547 -2.00000 9.00000 1.7445136309 2.5558273792    1.743  2.013  3.7290  2.535    4 -0.262 0.911 0.176 -0.286 -0.446 -0.512 -0.529
0.00015547 -2.00000 9.00000 1.7446939945 2.5558378696    1.744  1.983  3.7306  2.570    4 -0.188 0.972 0.244 -0.214 -0.371 -0.435 -0.452
0.00015547 -2.00000 9.00000 1.7454240322 2.5558803082    1.744  1.921  3.7343  2.647    4 -0.033 1.098 0.385 -0.060 -0.211 -0.271 -0.286
0.00015547 -2.00000 9.00000 1.7465145588 2.5559437275    1.745  1.900  3.7367  2.679    4 0.020 1.132 0.430 -0.007 -0.154 -0.211 -0.225
0.00015547 -2.00000 9.00000 1.7482541800 2.5560445786    1.747  1.870  3.7398  2.721    4 0.095 1.182 0.493 0.067 -0.075 -0.128 -0.141
0.00015547 -2.00000 9.00000 1.7487742901 2.5560748577    1.748  1.863  3.7406  2.732    4 0.113 1.194 0.508 0.085 -0.056 -0.108 -0.120
0.00015547 -2.00000 9.00000 1.7492485046 2.5561022758    1.748  1.868  3.7405  2.726    4 0.099 1.181 0.494 0.071 -0.070 -0.122 -0.135
0.00015547 -2.00000 9.00000 1.7500000000 2.5561456680    1.749  1.871  3.7416  2.728    4 0.092 1.165 0.482 0.064 -0.076 -0.127 -0.139
0.00015547 -2.00000 9.00000 1.7535386086 2.5563497543    1.753  1.887  3.7477  2.738    5 0.053 1.081 0.420 0.024 -0.104 -0.150 -0.159
0.00015547 -2.00000 9.00000 1.7569609880 2.5565459728    1.756  1.926  3.7586  2.743    5 -0.045 0.907 0.280 -0.076 -0.185 -0.219 -0.224
0.00015547 -2.00000 9.00000 1.7591651678 2.5566720963    1.758  1.952  3.7683  2.756    5 -0.111 0.780 0.177 -0.143 -0.235 -0.260 -0.261
0.00015547 -2.00000 9.00000 1.7612400055 2.5567903519    1.760  1.974  3.7799  2.781    5 -0.164 0.658 0.082 -0.196 -0.268 -0.281 -0.278
0.00015547 -2.00000 9.00000 1.7630261183 2.5568919182    1.762  1.989  3.7942  2.823    5 -0.203 0.546 -0.007 -0.233 -0.281 -0.281 -0.272
0.00015547 -2.00000 9.00000 1.7645671368 2.5569794178    1.763  2.001  3.8092  2.872    5 -0.233 0.446 -0.088 -0.260 -0.280 -0.268 -0.255
0.00015547 -2.00000 9.00000 1.7657721043 2.5570478439    1.765  2.010  3.8213  2.912    5 -0.255 0.377 -0.146 -0.276 -0.275 -0.254 -0.237
0.00015547 -2.00000 9.00000 1.7667909861 2.5571053028    1.766  2.017  3.8311  2.945    5 -0.272 0.324 -0.192 -0.289 -0.270 -0.242 -0.222
0.00015547 -2.00000 9.00000 1.7678048611 2.5571627617    1.767  2.023  3.8392  2.971    5 -0.287 0.281 -0.230 -0.299 -0.265 -0.233 -0.211
0.00015547 -2.00000 9.00000 1.7688825130 2.5572235584    1.768  2.029  3.8461  2.992    5 -0.303 0.244 -0.264 -0.310 -0.262 -0.227 -0.203
0.00015547 -2.00000 9.00000 1.7700370550 2.5572884083    1.769  2.035  3.8515  3.008    5 -0.319 0.212 -0.294 -0.321 -0.263 -0.225 -0.200
0.00015547 -2.00000 9.00000 1.7712920904 2.5573592186    1.770  2.042  3.8568  3.023    5 -0.335 0.179 -0.324 -0.333 -0.265 -0.225 -0.198
0.00015547 -2.00000 9.00000 1.7726645470 2.5574362278    1.772  2.049  3.8620  3.037    5 -0.353 0.146 -0.355 -0.345 -0.267 -0.225 -0.198
0.00015547 -2.00000 9.00000 1.7741132975 2.5575172901    1.773  2.057  3.8670  3.050    5 -0.371 0.113 -0.385 -0.357 -0.270 -0.226 -0.198
0.00015547 -2.00000 9.00000 1.7759524584 2.5576202869    1.775  2.066  3.8723  3.063    5 -0.394 0.075 -0.420 -0.373 -0.276 -0.231 -0.201
0.00015547 -2.00000 9.00000 1.7790240049 2.5577914715    1.778  2.081  3.8793  3.076    5 -0.432 0.018 -0.472 -0.400 -0.290 -0.243 -0.212
