# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Tue Jul  9 20:54:27 CEST 2019
# isochrones based on PARSEC release v1.2S
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: DECAM (ABmags)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00039019 -1.60000 9.47712 1.2361863852 2.5117082596    1.236  2.733  3.6801  1.469    7 -2.063 -0.137 -1.360 -2.058 -2.302 -2.425 -2.470
0.00039019 -1.60000 9.47712 1.2362213135 2.5117125511    1.236  2.773  3.6774  1.418    7 -2.164 -0.162 -1.436 -2.156 -2.405 -2.532 -2.578
0.00039019 -1.60000 9.47712 1.2362540960 2.5117168427    1.236  2.814  3.6746  1.366    7 -2.265 -0.180 -1.510 -2.254 -2.509 -2.640 -2.688
0.00039019 -1.60000 9.47712 1.2362835407 2.5117206573    1.236  2.854  3.6719  1.316    7 -2.365 -0.192 -1.580 -2.350 -2.612 -2.746 -2.796
0.00039019 -1.60000 9.47712 1.2363113165 2.5117242336    1.236  2.894  3.6692  1.265    7 -2.464 -0.198 -1.648 -2.445 -2.713 -2.851 -2.903
0.00039019 -1.60000 9.47712 1.2363388538 2.5117278099    1.236  2.934  3.6664  1.214    7 -2.564 -0.196 -1.713 -2.540 -2.815 -2.957 -3.011
0.00039019 -1.60000 9.47712 1.2363659143 2.5117311478    1.236  2.973  3.6636  1.163    7 -2.663 -0.188 -1.776 -2.634 -2.916 -3.062 -3.118
0.00039019 -1.60000 9.47712 1.2363929749 2.5117347240    1.236  3.013  3.6607  1.112    7 -2.763 -0.172 -1.835 -2.727 -3.017 -3.167 -3.226
0.00039019 -1.60000 9.47712 1.2364203930 2.5117383003    1.236  3.054  3.6578  1.059    7 -2.864 -0.147 -1.892 -2.820 -3.118 -3.274 -3.334
0.00039019 -1.60000 9.47712 1.2364474535 2.5117416382    1.236  3.096  3.6546  1.004    7 -2.971 -0.157 -1.958 -2.914 -3.221 -3.382 -3.445
0.00039019 -1.60000 9.47712 1.2364714146 2.5117447376    1.236  3.142  3.6512  0.945    7 -3.084 -0.156 -2.022 -3.013 -3.331 -3.498 -3.564
0.00039019 -1.60000 9.47712 1.2364883423 2.5117468834    1.236  3.182  3.6481  0.892    7 -3.186 -0.153 -2.077 -3.100 -3.428 -3.601 -3.669
0.00039019 -1.60000 9.47712 1.2365052700 2.5117490292    1.236  3.230  3.6444  0.830    7 -3.305 -0.145 -2.139 -3.200 -3.541 -3.721 -3.792
0.00039019 -1.60000 9.47712 1.2365168333 2.5117506981    1.236  3.261  3.6420  0.789    7 -3.382 -0.139 -2.178 -3.265 -3.614 -3.798 -3.872
0.00039019 -1.60000 9.47712 1.2365286350 2.5117521286    1.236  3.289  3.6399  0.753    7 -3.451 -0.135 -2.214 -3.324 -3.679 -3.868 -3.943
0.00039019 -1.60000 9.47712 1.2365298271 2.5117523670    1.236  3.308  3.6383  0.727    7 -3.500 -0.129 -2.237 -3.363 -3.724 -3.916 -3.993
0.00039019 -1.60000 9.47712 1.2365307808 2.5117523670    1.236  3.323  3.6371  0.707    7 -3.537 -0.124 -2.254 -3.393 -3.758 -3.953 -4.031
0.00039019 -1.60000 9.47712 1.2365323305 2.5117526054    1.236  3.348  3.6350  0.674    7 -3.600 -0.116 -2.282 -3.444 -3.816 -4.015 -4.095
0.00039019 -1.60000 9.47712 1.2365335226 2.5117528439    1.236  3.368  3.6334  0.648    7 -3.650 -0.110 -2.305 -3.483 -3.862 -4.064 -4.145
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label 	 mbolmag  umag    gmag    rmag    imag    zmag    Ymag
0.00039019 -1.60000 9.54407 0.0900000036 1.0816895962    0.090 -3.196  3.4767  5.447    1 12.761 17.901 16.175 14.241 12.614 12.090 11.986
0.00039019 -1.60000 9.54407 0.0945781618 1.1241503954    0.095 -3.048  3.4982  5.406    1 12.389 17.437 15.376 13.519 12.217 11.768 11.661
0.00039019 -1.60000 9.54407 0.1000000015 1.1711064577    0.100 -2.880  3.5224  5.360    1 11.971 16.771 14.525 12.783 11.777 11.396 11.288
0.00039019 -1.60000 9.54407 0.1200000048 1.3193155527    0.120 -2.592  3.5536  5.275    1 11.250 15.523 13.308 11.746 11.033 10.719 10.618
0.00039019 -1.60000 9.54407 0.1400000006 1.4384527206    0.140 -2.413  3.5687  5.224    1 10.802 14.766 12.645 11.179 10.577 10.290 10.194
0.00039019 -1.60000 9.54407 0.1599999964 1.5372931957    0.160 -2.277  3.5787  5.186    1 10.462 14.222 12.173 10.777 10.231 9.961 9.869
0.00039019 -1.60000 9.54407 0.2000000179 1.6938792467    0.200 -2.068  3.5919  5.127    1 9.941 13.422 11.487 10.190 9.703 9.454 9.368
0.00039019 -1.60000 9.54407 0.2500000298 1.8403259516    0.250 -1.867  3.6032  5.068    1 9.438 12.698 10.853 9.641 9.194 8.962 8.881
0.00039019 -1.60000 9.54407 0.2802955508 1.9116787910    0.280 -1.766  3.6087  5.039    1 9.186 12.344 10.542 9.369 8.939 8.715 8.637
0.00039019 -1.60000 9.54407 0.3000000417 1.9529141188    0.300 -1.707  3.6119  5.021    1 9.037 12.137 10.357 9.208 8.787 8.569 8.493
0.00039019 -1.60000 9.54407 0.3338383436 2.0161046982    0.334 -1.615  3.6170  4.997    1 8.808 11.819 10.076 8.962 8.556 8.345 8.271
0.00039019 -1.60000 9.54407 0.3500000238 2.0434176922    0.350 -1.575  3.6192  4.986    1 8.708 11.681 9.952 8.854 8.454 8.247 8.174
0.00039019 -1.60000 9.54407 0.3747892380 2.0822720528    0.375 -1.504  3.6243  4.965    1 8.531 11.420 9.725 8.661 8.276 8.076 8.006
0.00039019 -1.60000 9.54407 0.4000000358 2.1185026169    0.400 -1.439  3.6291  4.947    1 8.366 11.174 9.511 8.481 8.109 7.917 7.849
0.00039019 -1.60000 9.54407 0.4008888602 2.1197254658    0.401 -1.436  3.6294  4.946    1 8.359 11.162 9.501 8.473 8.101 7.909 7.842
0.00039019 -1.60000 9.54407 0.4500000179 2.1822810173    0.450 -1.279  3.6451  4.903    1 7.968 10.524 8.964 8.036 7.706 7.537 7.477
0.00039019 -1.60000 9.54407 0.5000000000 2.2374541759    0.500 -1.104  3.6666  4.860    1 7.531 9.749 8.345 7.544 7.266 7.127 7.079
0.00039019 -1.60000 9.54407 0.5500000715 2.2836585045    0.550 -0.925  3.6885  4.809    1 7.082 8.953 7.737 7.053 6.820 6.711 6.675
0.00039019 -1.60000 9.54407 0.6000000238 2.3211214542    0.600 -0.750  3.7113  4.763    1 6.645 8.194 7.174 6.590 6.396 6.314 6.290
0.00039019 -1.60000 9.54407 0.6292904019 2.3399159908    0.629 -0.648  3.7258  4.740    1 6.390 7.764 6.855 6.328 6.157 6.093 6.076
0.00039019 -1.60000 9.54407 0.6499999762 2.3520355225    0.650 -0.578  3.7358  4.724    1 6.216 7.480 6.641 6.151 5.997 5.943 5.931
0.00039019 -1.60000 9.54407 0.6524791718 2.3534271717    0.652 -0.570  3.7371  4.723    1 6.195 7.447 6.615 6.130 5.978 5.925 5.914
0.00039019 -1.60000 9.54407 0.6866795421 2.3714520931    0.687 -0.456  3.7534  4.697    1 5.910 7.010 6.277 5.852 5.725 5.690 5.686
0.00039019 -1.60000 9.54407 0.6999999881 2.3779268265    0.700 -0.413  3.7596  4.686    1 5.802 6.848 6.150 5.748 5.631 5.603 5.601
0.00039019 -1.60000 9.54407 0.7072615027 2.3813385963    0.707 -0.389  3.7628  4.680    1 5.744 6.764 6.083 5.693 5.581 5.556 5.555
0.00039019 -1.60000 9.54407 0.7372598052 2.3946175575    0.737 -0.294  3.7759  4.656    1 5.506 6.435 5.813 5.470 5.378 5.365 5.370
0.00039019 -1.60000 9.54407 0.7500000000 2.3998889923    0.750 -0.255  3.7812  4.645    1 5.406 6.301 5.701 5.377 5.293 5.285 5.292
0.00039019 -1.60000 9.54407 0.7717757225 2.4084372520    0.772 -0.187  3.7889  4.620    1 5.239 6.091 5.516 5.219 5.147 5.147 5.156
0.00039019 -1.60000 9.54407 0.7988153100 2.4183094501    0.799 -0.105  3.7981  4.590    1 5.032 5.840 5.291 5.025 4.967 4.976 4.988
0.00039019 -1.60000 9.54407 0.8000000119 2.4187245369    0.800 -0.101  3.7985  4.588    1 5.023 5.829 5.281 5.016 4.960 4.969 4.981
0.00039019 -1.60000 9.54407 0.8171558976 2.4245798588    0.817 -0.050  3.8044  4.569    1 4.894 5.674 5.139 4.894 4.847 4.861 4.876
0.00039019 -1.60000 9.54407 0.8416095376 2.4324531555    0.841  0.024  3.8126  4.541    1 4.710 5.458 4.937 4.720 4.685 4.708 4.725
0.00039019 -1.60000 9.54407 0.8500000238 2.4350347519    0.850  0.049  3.8154  4.531    1 4.647 5.386 4.868 4.660 4.629 4.654 4.672
0.00039019 -1.60000 9.54407 0.8612908721 2.4384179115    0.861  0.083  3.8192  4.519    1 4.563 5.290 4.777 4.580 4.555 4.584 4.603
0.00039019 -1.60000 9.54407 0.8848906159 2.4451694489    0.884  0.152  3.8270  4.492    1 4.389 5.092 4.585 4.412 4.399 4.436 4.457
0.00039019 -1.60000 9.54407 0.8999999762 2.4492788315    0.899  0.197  3.8320  4.475    1 4.277 4.965 4.462 4.304 4.299 4.341 4.363
0.00039019 -1.60000 9.54407 0.9137389660 2.4528801441    0.913  0.238  3.8368  4.460    1 4.176 4.851 4.349 4.207 4.210 4.255 4.279
0.00039019 -1.60000 9.54407 0.9318158031 2.4574329853    0.931  0.292  3.8432  4.440    1 4.041 4.700 4.199 4.077 4.090 4.142 4.167
0.00039019 -1.60000 9.54407 0.9482222199 2.4613926411    0.948  0.342  3.8491  4.421    1 3.916 4.561 4.060 3.956 3.980 4.037 4.064
0.00039019 -1.60000 9.54407 0.9499999881 2.4618122578    0.950  0.347  3.8497  4.419    1 3.903 4.546 4.045 3.943 3.968 4.025 4.052
0.00039019 -1.60000 9.54407 0.9521114826 2.4623084068    0.952  0.353  3.8506  4.417    1 3.887 4.528 4.027 3.928 3.954 4.012 4.039
0.00039019 -1.60000 9.54407 0.9648616314 2.4652509689    0.965  0.393  3.8559  4.405    1 3.789 4.418 3.917 3.835 3.869 3.932 3.960
0.00039019 -1.60000 9.54407 0.9821478724 2.4691002369    0.982  0.447  3.8634  4.389    1 3.653 4.267 3.763 3.705 3.752 3.822 3.851
0.00039019 -1.60000 9.54407 0.9972652793 2.4723412991    0.997  0.496  3.8703  4.374    1 3.531 4.131 3.625 3.589 3.649 3.724 3.754
0.00039019 -1.60000 9.54407 1.0000000000 2.4729156494    1.000  0.505  3.8716  4.372    1 3.508 4.106 3.600 3.568 3.630 3.706 3.736
0.00039019 -1.60000 9.54407 1.0076978207 2.4745128155    1.008  0.530  3.8757  4.366    1 3.445 4.036 3.528 3.509 3.578 3.657 3.688
0.00039019 -1.60000 9.54407 1.0205237865 2.4771125317    1.020  0.573  3.8826  4.356    1 3.337 3.916 3.405 3.408 3.490 3.574 3.606
0.00039019 -1.60000 9.54407 1.0328128338 2.4795341492    1.033  0.616  3.8893  4.345    1 3.231 3.798 3.284 3.308 3.403 3.491 3.524
0.00039019 -1.60000 9.54407 1.0443927050 2.4817559719    1.044  0.657  3.8955  4.334    1 3.128 3.686 3.169 3.214 3.320 3.412 3.445
0.00039019 -1.60000 9.54407 1.0499999523 2.4828116894    1.050  0.677  3.8983  4.327    1 3.078 3.631 3.113 3.167 3.278 3.372 3.405
0.00039019 -1.60000 9.54407 1.0542920828 2.4836108685    1.054  0.692  3.9004  4.322    1 3.039 3.589 3.071 3.132 3.247 3.342 3.375
0.00039019 -1.60000 9.54407 1.0631768703 2.4852421284    1.063  0.725  3.9044  4.309    1 2.958 3.502 2.982 3.058 3.180 3.276 3.310
0.00039019 -1.60000 9.54407 1.0713790655 2.4867203236    1.071  0.756  3.9080  4.295    1 2.879 3.417 2.897 2.985 3.113 3.211 3.245
0.00039019 -1.60000 9.54407 1.0786169767 2.4880032539    1.078  0.785  3.9109  4.281    1 2.807 3.341 2.820 2.918 3.052 3.151 3.185
0.00039019 -1.60000 9.54407 1.0829360485 2.4887592793    1.082  0.803  3.9125  4.272    1 2.763 3.294 2.774 2.877 3.015 3.114 3.148
0.00039019 -1.60000 9.54407 1.0846056938 2.4890499115    1.084  0.811  3.9131  4.267    1 2.743 3.273 2.752 2.858 2.997 3.096 3.130
0.00039019 -1.60000 9.54407 1.0933423042 2.4905531406    1.093  0.854  3.9167  4.242    1 2.636 3.160 2.640 2.759 2.904 3.004 3.039
0.00039019 -1.60000 9.54407 1.0942046642 2.4907000065    1.093  0.858  3.9170  4.239    1 2.626 3.149 2.629 2.750 2.895 2.996 3.030
0.00039019 -1.60000 9.54407 1.0974723101 2.4912540913    1.097  0.872  3.9176  4.228    1 2.589 3.110 2.591 2.714 2.861 2.961 2.996
0.00039019 -1.60000 9.54407 1.1000000238 2.4916803837    1.099  0.884  3.9182  4.220    2 2.561 3.081 2.561 2.687 2.835 2.936 2.970
0.00039019 -1.60000 9.54407 1.1056338549 2.4926218987    1.105  0.909  3.9191  4.200    2 2.496 3.013 2.494 2.625 2.775 2.874 2.909
0.00039019 -1.60000 9.54407 1.1186568737 2.4947569370    1.118  0.978  3.9166  4.127    2 2.326 2.837 2.319 2.447 2.595 2.691 2.725
0.00039019 -1.60000 9.54407 1.1258869171 2.4959175587    1.125  1.022  3.9104  4.061    2 2.214 2.724 2.206 2.318 2.458 2.550 2.584
0.00039019 -1.60000 9.54407 1.1307154894 2.4966833591    1.130  1.057  3.9012  3.991    2 2.128 2.643 2.125 2.211 2.337 2.423 2.455
0.00039019 -1.60000 9.54407 1.1342129707 2.4972333908    1.133  1.086  3.8880  3.911    2 2.056 2.585 2.069 2.116 2.220 2.298 2.329
0.00039019 -1.60000 9.54407 1.1361749172 2.4975402355    1.135  1.103  3.8754  3.843    2 2.011 2.559 2.045 2.053 2.136 2.206 2.235
0.00039019 -1.60000 9.54407 1.1375421286 2.4977531433    1.137  1.117  3.8630  3.781    2 1.978 2.549 2.035 2.005 2.067 2.128 2.155
0.00039019 -1.60000 9.54407 1.1385401487 2.4979083538    1.138  1.127  3.8512  3.724    2 1.953 2.550 2.035 1.968 2.010 2.063 2.088
0.00039019 -1.60000 9.54407 1.1395393610 2.4980633259    1.139  1.136  3.8376  3.661    2 1.929 2.561 2.040 1.932 1.950 1.993 2.015
0.00039019 -1.60000 9.54407 1.1403028965 2.4981815815    1.140  1.144  3.8262  3.608    2 1.911 2.577 2.049 1.905 1.904 1.937 1.956
0.00039019 -1.60000 9.54407 1.1409153938 2.4982764721    1.140  1.149  3.8167  3.565    2 1.899 2.597 2.061 1.886 1.870 1.895 1.911
0.00039019 -1.60000 9.54407 1.1414271593 2.4983553886    1.141  1.152  3.8082  3.528    2 1.889 2.619 2.073 1.871 1.841 1.858 1.872
0.00039019 -1.60000 9.54407 1.1418902874 2.4984269142    1.141  1.155  3.8005  3.494    2 1.883 2.646 2.089 1.861 1.818 1.828 1.839
0.00039019 -1.60000 9.54407 1.1423498392 2.4984977245    1.142  1.156  3.7930  3.464    2 1.881 2.678 2.108 1.855 1.799 1.803 1.811
0.00039019 -1.60000 9.54407 1.1428521872 2.4985752106    1.142  1.156  3.7851  3.432    2 1.879 2.715 2.130 1.849 1.781 1.777 1.783
0.00039019 -1.60000 9.54407 1.1433945894 2.4986586571    1.143  1.156  3.7772  3.401    2 1.880 2.758 2.154 1.846 1.766 1.753 1.756
0.00039019 -1.60000 9.54407 1.1439867020 2.4987497330    1.143  1.155  3.7701  3.374    2 1.883 2.804 2.179 1.846 1.754 1.735 1.735
0.00039019 -1.60000 9.54407 1.1446468830 2.4988510609    1.144  1.153  3.7627  3.347    2 1.888 2.857 2.207 1.849 1.745 1.718 1.716
0.00039019 -1.60000 9.54407 1.1455445290 2.4989886284    1.145  1.150  3.7537  3.313    2 1.894 2.927 2.243 1.852 1.734 1.698 1.692
0.00039019 -1.60000 9.54407 1.1459016800 2.4990432262    1.145  1.155  3.7512  3.299    2 1.883 2.935 2.241 1.841 1.718 1.680 1.672
0.00039019 -1.60000 9.54407 1.1466674805 2.4991605282    1.146  1.174  3.7471  3.264    3 1.836 2.919 2.208 1.794 1.664 1.621 1.613
0.00039019 -1.60000 9.54407 1.1477921009 2.4993321896    1.147  1.214  3.7427  3.207    3 1.735 2.852 2.123 1.693 1.557 1.509 1.498
0.00039019 -1.60000 9.54407 1.1487287283 2.4994747639    1.148  1.254  3.7400  3.155    3 1.634 2.772 2.031 1.592 1.451 1.400 1.388
0.00039019 -1.60000 9.54407 1.1497015953 2.4996225834    1.149  1.301  3.7376  3.100    3 1.518 2.676 1.924 1.477 1.333 1.279 1.266
0.00039019 -1.60000 9.54407 1.1499999762 2.4996678829    1.149  1.316  3.7369  3.082    3 1.480 2.644 1.889 1.440 1.294 1.239 1.226
0.00039019 -1.60000 9.54407 1.1505550146 2.4997520447    1.150  1.343  3.7357  3.050    3 1.412 2.586 1.825 1.372 1.224 1.168 1.154
0.00039019 -1.60000 9.54407 1.1512844563 2.4998626709    1.151  1.382  3.7341  3.006    3 1.316 2.502 1.734 1.276 1.126 1.069 1.053
0.00039019 -1.60000 9.54407 1.1520354748 2.4999761581    1.151  1.423  3.7326  2.958    3 1.212 2.411 1.636 1.173 1.020 0.961 0.945
0.00039019 -1.60000 9.54407 1.1527439356 2.5000832081    1.152  1.465  3.7311  2.911    3 1.108 2.320 1.537 1.069 0.915 0.854 0.837
0.00039019 -1.60000 9.54407 1.1534481049 2.5001895428    1.153  1.509  3.7295  2.861    3 0.998 2.224 1.434 0.961 0.803 0.740 0.723
0.00039019 -1.60000 9.54407 1.1540488005 2.5002799034    1.153  1.548  3.7281  2.816    3 0.899 2.137 1.339 0.862 0.702 0.638 0.619
0.00039019 -1.60000 9.54407 1.1546416283 2.5003693104    1.154  1.591  3.7265  2.768    3 0.794 2.046 1.240 0.758 0.596 0.529 0.510
0.00039019 -1.60000 9.54407 1.1552048922 2.5004539490    1.155  1.633  3.7249  2.719    3 0.687 1.954 1.140 0.652 0.487 0.419 0.399
0.00039019 -1.60000 9.54407 1.1557167768 2.5005307198    1.155  1.675  3.7233  2.671    3 0.583 1.864 1.042 0.549 0.382 0.311 0.291
0.00039019 -1.60000 9.54407 1.1562070847 2.5006041527    1.156  1.718  3.7217  2.622    3 0.476 1.771 0.941 0.443 0.273 0.201 0.180
0.00039019 -1.60000 9.54407 1.1566472054 2.5006701946    1.156  1.759  3.7200  2.574    3 0.373 1.684 0.845 0.341 0.169 0.095 0.072
0.00039019 -1.60000 9.54407 1.1570533514 2.5007309914    1.156  1.799  3.7184  2.527    3 0.271 1.598 0.751 0.241 0.066 -0.010 -0.033
0.00039019 -1.60000 9.54407 1.1574503183 2.5007903576    1.157  1.842  3.7167  2.478    3 0.164 1.509 0.651 0.135 -0.042 -0.120 -0.144
0.00039019 -1.60000 9.54407 1.1578048468 2.5008435249    1.157  1.883  3.7149  2.430    3 0.062 1.427 0.557 0.034 -0.147 -0.227 -0.252
0.00039019 -1.60000 9.54407 1.1581417322 2.5008938313    1.158  1.925  3.7132  2.381    3 -0.042 1.342 0.461 -0.069 -0.253 -0.335 -0.361
0.00039019 -1.60000 9.54407 1.1584514380 2.5009400845    1.158  1.966  3.7114  2.334    3 -0.144 1.260 0.366 -0.171 -0.357 -0.441 -0.468
0.00039019 -1.60000 9.54407 1.1587361097 2.5009825230    1.158  2.006  3.7096  2.286    3 -0.245 1.180 0.274 -0.271 -0.460 -0.546 -0.574
0.00039019 -1.60000 9.54407 1.1590051651 2.5010225773    1.158  2.047  3.7079  2.239    3 -0.347 1.100 0.181 -0.371 -0.563 -0.652 -0.680
0.00039019 -1.60000 9.54407 1.1592532396 2.5010595322    1.159  2.086  3.7060  2.192    3 -0.446 1.024 0.091 -0.469 -0.664 -0.754 -0.784
0.00039019 -1.60000 9.54407 1.1594856977 2.5010941029    1.159  2.126  3.7042  2.145    3 -0.545 0.948 0.001 -0.566 -0.765 -0.857 -0.888
0.00039019 -1.60000 9.54407 1.1597070694 2.5011272430    1.159  2.166  3.7023  2.098    3 -0.644 0.872 -0.088 -0.663 -0.865 -0.960 -0.992
0.00039019 -1.60000 9.54407 1.1599217653 2.5011591911    1.159  2.204  3.7005  2.052    3 -0.741 0.798 -0.176 -0.759 -0.964 -1.061 -1.094
0.00039019 -1.60000 9.54407 1.1601607800 2.5011947155    1.160  2.239  3.6988  2.010    3 -0.828 0.733 -0.254 -0.844 -1.052 -1.151 -1.185
0.00039019 -1.60000 9.54407 1.1602653265 2.5012102127    1.160  2.250  3.6983  1.997    3 -0.856 0.713 -0.278 -0.871 -1.080 -1.180 -1.214
0.00039019 -1.60000 9.54407 1.1603788137 2.5012271404    1.160  2.234  3.6992  2.017    3 -0.816 0.740 -0.244 -0.832 -1.040 -1.138 -1.172
0.00039019 -1.60000 9.54407 1.1604979038 2.5012447834    1.160  2.200  3.7012  2.060    3 -0.729 0.802 -0.167 -0.747 -0.951 -1.048 -1.080
0.00039019 -1.60000 9.54407 1.1605260372 2.5012490749    1.160  2.191  3.7017  2.070    3 -0.708 0.816 -0.149 -0.727 -0.930 -1.026 -1.057
0.00039019 -1.60000 9.54407 1.1606645584 2.5012695789    1.160  2.224  3.7000  2.031    3 -0.790 0.756 -0.222 -0.807 -1.013 -1.111 -1.144
0.00039019 -1.60000 9.54407 1.1608406305 2.5012958050    1.160  2.265  3.6980  1.981    3 -0.893 0.681 -0.314 -0.908 -1.118 -1.218 -1.252
0.00039019 -1.60000 9.54407 1.1610076427 2.5013206005    1.160  2.306  3.6960  1.933    3 -0.995 0.611 -0.403 -1.007 -1.221 -1.324 -1.359
0.00039019 -1.60000 9.54407 1.1611647606 2.5013437271    1.161  2.346  3.6939  1.884    3 -1.096 0.542 -0.492 -1.106 -1.323 -1.429 -1.465
0.00039019 -1.60000 9.54407 1.1613117456 2.5013656616    1.161  2.387  3.6918  1.835    3 -1.196 0.475 -0.579 -1.204 -1.425 -1.533 -1.571
0.00039019 -1.60000 9.54407 1.1614478827 2.5013859272    1.161  2.426  3.6897  1.787    3 -1.295 0.409 -0.665 -1.300 -1.525 -1.636 -1.675
0.00039019 -1.60000 9.54407 1.1615778208 2.5014052391    1.161  2.466  3.6875  1.738    3 -1.396 0.345 -0.751 -1.397 -1.626 -1.740 -1.780
0.00039019 -1.60000 9.54407 1.1616960764 2.5014226437    1.161  2.506  3.6853  1.691    3 -1.494 0.299 -0.834 -1.494 -1.727 -1.843 -1.885
0.00039019 -1.60000 9.54407 1.1618071795 2.5014390945    1.161  2.545  3.6832  1.643    3 -1.593 0.266 -0.915 -1.594 -1.830 -1.949 -1.991
0.00039019 -1.60000 9.54407 1.1619104147 2.5014543533    1.161  2.584  3.6810  1.595    3 -1.690 0.232 -0.994 -1.691 -1.931 -2.052 -2.096
0.00039019 -1.60000 9.54407 1.1620056629 2.5014686584    1.161  2.622  3.6788  1.548    3 -1.785 0.199 -1.070 -1.785 -2.029 -2.153 -2.199
0.00039019 -1.60000 9.54407 1.1620972157 2.5014822483    1.161  2.661  3.6765  1.500    3 -1.883 0.121 -1.151 -1.873 -2.123 -2.251 -2.298
0.00039019 -1.60000 9.54407 1.1621799469 2.5014944077    1.162  2.699  3.6743  1.453    3 -1.978 0.093 -1.224 -1.965 -2.219 -2.350 -2.399
0.00039019 -1.60000 9.54407 1.1622582674 2.5015060902    1.162  2.737  3.6719  1.405    3 -2.073 0.073 -1.294 -2.057 -2.317 -2.451 -2.501
0.00039019 -1.60000 9.54407 1.1623305082 2.5015165806    1.162  2.775  3.6696  1.359    3 -2.167 0.055 -1.363 -2.148 -2.413 -2.550 -2.601
0.00039019 -1.60000 9.54407 1.1623990536 2.5015268326    1.162  2.812  3.6672  1.312    3 -2.261 0.045 -1.428 -2.238 -2.509 -2.649 -2.702
0.00039019 -1.60000 9.54407 1.1624770164 2.5015382767    1.162  2.858  3.6643  1.254    3 -2.376 0.039 -1.506 -2.347 -2.625 -2.770 -2.825
0.00039019 -1.60000 9.54407 1.1625353098 2.5015470982    1.162  2.895  3.6620  1.208    3 -2.467 0.038 -1.567 -2.434 -2.718 -2.866 -2.923
0.00039019 -1.60000 9.54407 1.1625906229 2.5015552044    1.162  2.932  3.6595  1.161    3 -2.560 0.047 -1.624 -2.521 -2.812 -2.964 -3.023
0.00039019 -1.60000 9.54407 1.1626529694 2.5015645027    1.162  2.976  3.6566  1.105    3 -2.671 0.045 -1.694 -2.622 -2.921 -3.078 -3.139
0.00039019 -1.60000 9.54407 1.1627010107 2.5015716553    1.162  3.013  3.6540  1.058    3 -2.763 0.034 -1.752 -2.703 -3.010 -3.171 -3.235
0.00039019 -1.60000 9.54407 1.1627551317 2.5015795231    1.162  3.057  3.6510  1.002    3 -2.872 0.020 -1.821 -2.801 -3.116 -3.282 -3.348
0.00039019 -1.60000 9.54407 1.1628057957 2.5015871525    1.162  3.100  3.6480  0.947    3 -2.981 0.015 -1.885 -2.896 -3.221 -3.393 -3.461
0.00039019 -1.60000 9.54407 1.1628450155 2.5015928745    1.162  3.136  3.6455  0.901    3 -3.071 0.014 -1.935 -2.972 -3.306 -3.483 -3.554
0.00039019 -1.60000 9.54407 1.1628890038 2.5015993118    1.162  3.179  3.6424  0.846    3 -3.177 0.016 -1.992 -3.063 -3.407 -3.590 -3.663
0.00039019 -1.60000 9.54407 1.1629308462 2.5016055107    1.162  3.221  3.6393  0.791    3 -3.283 0.019 -2.049 -3.152 -3.507 -3.696 -3.772
0.00039019 -1.60000 9.54407 1.1629761457 2.5016121864    1.162  3.266  3.6360  0.733    3 -3.396 0.021 -2.107 -3.246 -3.613 -3.809 -3.888
0.00039019 -1.60000 9.54407 1.1629761457 2.5016121864    1.162  1.903  3.7449  2.532    4 0.013 1.094 0.378 -0.030 -0.159 -0.206 -0.217
0.00039019 -1.60000 9.54407 1.1632419825 2.5016515255    1.163  1.914  3.7428  2.513    4 -0.015 1.083 0.359 -0.056 -0.190 -0.239 -0.250
0.00039019 -1.60000 9.54407 1.1634831429 2.5016872883    1.163  1.918  3.7421  2.506    4 -0.025 1.078 0.351 -0.066 -0.200 -0.250 -0.262
0.00039019 -1.60000 9.54407 1.1637274027 2.5017232895    1.163  1.922  3.7418  2.501    4 -0.034 1.070 0.343 -0.075 -0.210 -0.260 -0.272
0.00039019 -1.60000 9.54407 1.1639711857 2.5017592907    1.163  1.925  3.7419  2.498    4 -0.042 1.062 0.334 -0.084 -0.218 -0.268 -0.280
0.00039019 -1.60000 9.54407 1.1642163992 2.5017955303    1.164  1.928  3.7422  2.497    4 -0.050 1.051 0.325 -0.091 -0.225 -0.275 -0.287
0.00039019 -1.60000 9.54407 1.1644616127 2.5018317699    1.164  1.931  3.7427  2.496    4 -0.057 1.041 0.316 -0.099 -0.232 -0.281 -0.293
0.00039019 -1.60000 9.54407 1.1647003889 2.5018668175    1.164  1.933  3.7433  2.496    4 -0.064 1.030 0.307 -0.106 -0.238 -0.286 -0.298
0.00039019 -1.60000 9.54407 1.1649447680 2.5019028187    1.164  1.936  3.7439  2.496    4 -0.070 1.018 0.298 -0.112 -0.244 -0.291 -0.303
