# 1:Z 2:Y(Z)
    1     2.50346269887297E-09
    2     1.04192243621437E-03
    3     9.93554133959040E-08
    4     7.84729661901308E-09
    5     1.25974732525241E-08
    6     2.40408933910574E-08
    7     5.25556484987169E-04
    8     6.06978265477092E-05
    9     4.24682899531048E-05
   10     1.90519367843534E-03
   11     6.60814515532477E-06
   12     3.19992173646273E-05
   13     3.10567665557385E-06
   14     7.11132913856791E-06
   15     1.08405217979378E-06
   16     1.26930389069642E-05
   17     8.93164022338254E-06
   18     3.42493395731667E-06
   19     2.11469626692077E-06
   20     2.76555523585145E-05
   21     5.39992602296688E-06
   22     1.16609442138300E-05
   23     2.38434145095080E-06
   24     3.97960048744342E-06
   25     7.80266209489825E-07
   26     2.31024999375141E-06
   27     5.08323064820268E-07
   28     2.31720250447542E-06
   29     1.82718275014760E-06
   30     3.92825627001255E-06
   31     3.88485730489802E-06
   32     1.02936766317989E-05
   33     3.73516352193984E-06
   34     4.17689033822969E-05
   35     3.80821624040818E-05
   36     1.08353256131648E-05
   37     1.91462609281036E-06
   38     3.00625237474105E-06
   39     8.40384915372873E-07
   40     2.29498909354209E-06
   41     3.74022880007885E-07
   42     1.69245561854998E-06
   43     0.00000000000000E+00
   44     1.11023437358438E-06
   45     4.00606073810782E-07
   46     1.67222282917200E-06
   47     9.63038007551845E-07
   48     7.38853935426746E-06
   49     6.52410681540423E-06
   50     5.11445967373831E-05
   51     2.56147583334390E-05
   52     1.00778329428478E-03
   53     9.95377725366853E-05
   54     2.13469519021684E-03
   55     7.58143675963262E-04
   56     3.54461134264367E-04
   57     1.48473628429387E-05
   58     1.81650935530623E-05
   59     7.22657185446790E-06
   60     9.45790491928112E-06
   61     0.00000000000000E+00
   62     6.35151485387212E-06
   63     3.06936632627500E-06
   64     1.49764754123913E-05
   65     3.43116903095043E-06
   66     4.29169247745504E-05
   67     1.15206368278877E-05
   68     3.67685287743800E-05
   69     5.37848091517181E-06
   70     3.69379652251269E-05
   71     5.26314739462267E-06
   72     3.27508899362181E-05
   73     7.22542315467558E-06
   74     2.68536169400341E-05
   75     2.71347590776452E-06
   76     2.12893015789841E-05
   77     2.02486324268680E-05
   78     6.91122389371135E-04
   79     2.65986041010566E-04
   80     2.45132561798387E-04
   81     2.01261515736581E-06
   82     4.32704392849485E-05
   83     5.60198891803383E-05
   84     0.00000000000000E+00
   85     0.00000000000000E+00
   86     0.00000000000000E+00
   87     0.00000000000000E+00
   88     0.00000000000000E+00
   89     0.00000000000000E+00
   90     5.57336344126902E-05
   91     0.00000000000000E+00
   92     8.26419887021112E-05
   93     0.00000000000000E+00
   94     0.00000000000000E+00
   95     0.00000000000000E+00
   96     0.00000000000000E+00
   97     0.00000000000000E+00
   98     0.00000000000000E+00
   99     0.00000000000000E+00
  100     0.00000000000000E+00
  101     0.00000000000000E+00
  102     0.00000000000000E+00
  103     0.00000000000000E+00
  104     0.00000000000000E+00
  105     0.00000000000000E+00
  106     0.00000000000000E+00
  107     0.00000000000000E+00
  108     0.00000000000000E+00
  109     0.00000000000000E+00
  110     0.00000000000000E+00
