# 1:Z 2:Y(Z)
    1     3.11294378209495E-09
    2     1.32620619689276E-03
    3     3.39214416529870E-07
    4     7.80378350598738E-09
    5     1.20104556484146E-08
    6     2.33426179505048E-08
    7     5.66967521236713E-04
    8     6.14684904807081E-05
    9     5.28936869516798E-05
   10     1.88365666059126E-03
   11     1.47754415485891E-06
   12     3.82780001198051E-05
   13     1.75532173374434E-06
   14     3.05633033658690E-06
   15     7.81053123375204E-07
   16     1.54991271641320E-05
   17     8.16645654686911E-06
   18     2.26188661905295E-06
   19     1.69239548787490E-06
   20     2.79584681201479E-05
   21     6.68411213317329E-06
   22     1.03110689556856E-05
   23     1.44933906762540E-06
   24     4.40560491568122E-06
   25     9.75778378985728E-07
   26     3.91448518798371E-06
   27     9.87837023269772E-07
   28     4.22820456257376E-06
   29     3.29114150195012E-06
   30     5.17631912322814E-06
   31     4.59794520073660E-06
   32     1.07121114844877E-05
   33     3.92309310198087E-06
   34     4.80510648099600E-05
   35     2.71326763473100E-05
   36     6.70996895183969E-06
   37     1.47050320399469E-06
   38     2.66708730646962E-06
   39     6.39496427302334E-07
   40     1.98233812072407E-06
   41     3.34045905283240E-07
   42     5.33393855041697E-06
   43     0.00000000000000E+00
   44     1.11855692669664E-05
   45     4.65552060284321E-06
   46     5.69980342233332E-05
   47     3.50372304729121E-05
   48     1.32589822262559E-04
   49     2.56286619601686E-05
   50     2.45404469256819E-04
   51     1.64505932196439E-04
   52     6.41117083074431E-04
   53     1.78443576490636E-04
   54     1.11414713589765E-03
   55     1.05157124808252E-04
   56     3.89652813967804E-04
   57     5.22863281477198E-05
   58     2.21689674403384E-04
   59     8.57670886633306E-05
   60     4.27986797583253E-04
   61     0.00000000000000E+00
   62     1.94992634885158E-04
   63     5.56476005336348E-05
   64     6.42981275415799E-05
   65     1.13618078123257E-05
   66     7.35709808103173E-05
   67     1.62305328815279E-05
   68     4.77323994260057E-05
   69     6.78645939576060E-06
   70     4.39859385721497E-05
   71     6.50983773803303E-06
   72     3.63327852338957E-05
   73     7.28152077200591E-06
   74     2.12066799926795E-05
   75     1.87113149664148E-06
   76     3.78381113247246E-05
   77     4.43233702812764E-05
   78     8.34904146044279E-04
   79     2.93782560545118E-04
   80     6.63702445898407E-05
   81     1.70192460243699E-06
   82     7.05249617071289E-05
   83     7.63290074001956E-05
   84     0.00000000000000E+00
   85     0.00000000000000E+00
   86     0.00000000000000E+00
   87     0.00000000000000E+00
   88     0.00000000000000E+00
   89     0.00000000000000E+00
   90     7.33693522219266E-05
   91     0.00000000000000E+00
   92     1.06104137429552E-04
   93     0.00000000000000E+00
   94     0.00000000000000E+00
   95     0.00000000000000E+00
   96     0.00000000000000E+00
   97     0.00000000000000E+00
   98     0.00000000000000E+00
   99     0.00000000000000E+00
  100     0.00000000000000E+00
  101     0.00000000000000E+00
  102     0.00000000000000E+00
  103     0.00000000000000E+00
  104     0.00000000000000E+00
  105     0.00000000000000E+00
  106     0.00000000000000E+00
  107     0.00000000000000E+00
  108     0.00000000000000E+00
  109     0.00000000000000E+00
  110     0.00000000000000E+00
